gsa_building_no,address,city,state,zipcode,latitude,longitude,costar_number,bldg_rsf,total_leased_rsf,percent_govt_leased,total_annual_rent,rent_prsf,remaining_total_term,remaining_firm_term
CA7030,2075 S VICTORIA ST,VENTURA,CA,93003-6645,34.255163,-119.210372,5037529,12934,6480,50.1,132343.6,20.42,1.11,0
VT8106,30 MAIN STREET,BURLINGTON,VT,05401-8438,44.47575,-73.218206,7327149,57000,4378,7.68,132259.38,30.21,9.79,4.79
CA7097,46-845 MONROE STREET,INDIO,CA,92201-5566,33.712994,-116.233916,1366342,10000,6900,69,132212.33,19.16,0.58,0
AL2182,6767 OLD MADISON PIKE,HUNTSVILLE,AL,35806-2172,34.713187,-86.67489,GSA,20704,9524,46,132199.67,13.88,0.79,0
IN1782,"1435 WIN HENTSCHEL BLVD, STE 110",WEST LAFAYETTE,IN,47906-4151,40.4258686,-86.9080655,GSA,78260,7826,10,132172.02,16.89,4.84,0
CO1925,1805 PAVILLION DRIVE,MONTROSE,CO,81401-5378,38.466014,-107.842754,GSA,4363,4363,100,132047.21,30.27,0.91,0.9
CA7380,2025 SOUTH MAIN STREET,LAKEPORT,CA,95453-5617,39.018778,-122.912795,5623204,4411,4411,100,132000,29.93,0.85,0.35
NC2292,2010 SOUTH CHURCH STREET,BURLINGTON,NC,27215-5326,36.082544,-79.465067,GSA,5648,5648,100,131985.88,23.37,0.57,0
OR6607,7995 SW CIRRUS DR,BEAVERTON,OR,97008-5977,45.462055,-122.790507,719261,21316,9940,46.63,131951.27,13.27,0.55,0.05
WI1718,4221 TOWER AVENUE,SUPERIOR,WI,54880-5672,46.688682,-92.104199,GSA,6600,6600,100,131905.73,19.99,4.22,4.22
AZ7705,650 SOUTH 14TH AVE,SAFFORD,AZ,85546-3377,32.832197,-109.724741,GSA,3271,3271,100,131884.64,40.32,9.61,9.61
MD0793,10210 GREENBELT ROAD,GREENBELT,MD,20706-2218,38.991051,-76.828928,142264,148138,5735,3.87,131879.45,23,0.79,0.79
NE1439,10675 BEDFORD AVENUE,OMAHA,NE,68134-3605,41.288727,-96.079184,5799851,14364,5756,40.07,131845.23,22.91,10.76,0.75
IA1492,625 VILLAGE GREEN DRIVE,MASON CITY,IA,50401-7355,43.132781,-93.252989,GSA,5780,5780,100,131807.65,22.8,5.2,1.2
CO1984,201 14TH ST,GLENWOOD SPGS,CO,81601-4290,39.539227,-107.325844,7978835,19788,5145,26,131795.09,25.62,3.48,0
MI1932,1040 S. WINTER STREET,ADRIAN,MI,49221-3876,41.883454,-84.038465,GSA,98557,6012,6.1,131741.63,21.91,0.69,0.69
CA8360,2 W COURT ST,WOODLAND,CA,95695-2983,38.6789194,-121.78418,GSA,10480,5240,50,131708,25.14,9.67,4.67
VA0595,12 RICKETTS DRIVE,WINCHESTER,VA,22601-3678,39.165345,-78.171933,8030958,6998,6998,100,131704.94,18.82,3.42,0
TX2330,2851 SOUTHWEST BLVD.,SAN ANGELO,TX,76904-5776,31.436214,-100.492993,1165305,112490,9933,8.83,131644.73,13.25,4.32,0
NM1573,1601 RANDOLPH SE,ALBUQUERQUE,NM,87106-4244,35.0522176,-106.630844,1523052,36591,6990,19.1,131642.74,18.83,12.25,5.25
TX1724,17629 EL CAMINO REAL,HOUSTON,TX,77058-2901,29.5491,-95.10924,240687,78181,7098,9.08,131563.65,18.54,0.25,0
WI1697,2213 8TH STREET SOUTH,WISCONSIN RAPIDS,WI,54494-6156,44.374465,-89.817084,GSA,6966,6966,100,131468.76,18.87,11.93,1.92
SC2093,498 LAKESHORE PARKWAY,ROCK HILL,SC,29730-4205,34.930748,-80.997431,6595031,7343,7343,100,131439.7,17.9,0,0
MD1064,"321 BALLENGER CENTER DRIVE,",FREDERICK,MD,21703-4565,39.396074,-77.435115,657908,81637,4064,4.98,131434.37,32.34,7.08,2.08
MD1023,"802 CROMWELL PARK DRIVE, SUITES L-P",GLEN BURNIE,MD,21061-2563,39.173491,-76.641183,611384,30000,5950,19.83,131353.2,22.08,1.55,0
PA0609,924 RUSSELL DRIVE,LEBANON,PA,17042-7485,40.315999,-76.419853,GSA,6290,6290,100,131244.32,20.87,4.14,0
VA0855,6750 FLEET DRIVE,ALEXANDRIA,VA,22310-3214,38.77128,-77.153403,136899,30972,14400,46.49,131207.14,9.11,0.08,0.08
IN1739,228 AMERICA PLACE,JEFFERSONVILLE,IN,47130-4271,38.287607,-85.738132,67023,40000,40000,100,131090.4,3.28,0.66,0
OR6669,777 NW 9TH ST,CORVALLIS,OR,97330-6138,44.571096,-123.26467,1237107,49255,5491,11.15,131033.3,23.86,0.46,0
HI7452,81 WAENAOIHANA LOOP,KEALAKEKUA,HI,96750-8195,19.517412,-155.922756,GSA,7200,3510,48.75,130895.89,37.29,8.34,3.33
SC2061,"1021 MIDDLETON STREET, S",ORANGEBURG,SC,29115-4703,33.490319,-80.865771,7318397,8000,4900,61.25,130827.26,26.7,3.67,0
MN1592,130 W. SUPERIOR,DULUTH,MN,55802-2032,46.785329,-92.100182,5969554,134006,7857,5.86,130760.54,16.64,1.67,0
IA1503,220 W RIDGEWAY AVE,WATERLOO,IA,50701-4236,42.469408,-92.359592,5419043,17500,4240,24.23,130637.67,30.81,8.25,3.25
WA7980,7001 PERIMETER RD S,SEATTLE,WA,98108-3807,47.539928,-122.305819,582649,27930,5089,18.22,130604.74,25.66,3.16,3.16
MA5942,75 PERSEVERANCE WAY,HYANNIS,MA,02601-1816,41.677887,-70.299258,GSA,40301,3748,9.3,130562.59,34.84,7.67,2.67
CO1780,7935 E. PRENTICE AVE,GREENWOOD VILLAGE,CO,80111-2708,39.620489,-104.896245,393051,81101,6165,7.6,130508.6,21.17,0.36,0
VA0500,9210 ARBORETUM PARKWAY,RICHMOND,VA,23236-3472,37.494549,-77.57012,865977,48012,8194,17.07,130407.69,15.92,5.23,0.23
AL2105,620 DISCOVERY DR NW,HUNTSVILLE,AL,35806-2818,34.730917,-86.676822,GSA,63737,6686,10.49,130377,19.5,8.92,3.92
LA1358,4332 HARDING BLVD.,BATON ROUGE,LA,70807-5238,30.521573,-91.147583,GSA,9279,9279,100,130345.33,14.05,1.19,0
NC2610,5420 MILSTREAM ROAD,MCLEANSVILLE,NC,27301-9527,36.058268,-79.656895,826978,150000,6179,4.12,130315.16,21.09,5.22,0.22
GA2286,919 HILLCREST PARKWAY,DUBLIN,GA,31021-4207,32.548154,-82.927919,7754230,8290,8290,100,130304.53,15.72,1.08,0
FL2357,2831 TALLYRAND AVENUE,JACKSONVILLE,FL,32206-3417,30.355516,-81.625323,6906196,41720,7816,18.73,130292.72,16.67,1.71,0
OH2386,580 S. HIGH STREET,COLUMBUS,OH,43215-5644,39.950226,-82.998325,493429,61495,4399,7.15,130210.4,29.6,7.67,2.67
KY2070,CARNABY SQUARE OFFICE PARK,LONDON,KY,40741-2407,37.122232,-84.077828,GSA,9550,9550,100,130192.59,13.63,0.96,0
VA0746,1320 CENTRAL PARK BOULEVARD,FREDERICKSBURG,VA,22401-4955,38.300314,-77.515631,1511929,64153,6162,9.61,130169.85,21.12,6.02,1.02
OK1488,501 NE 122ND STREET,OKLAHOMA CITY,OK,73114-8100,35.59632972,-97.50342408,5004714,80267,5000,6.23,129769.06,25.95,5.01,0.01
MS2226,421 DELMAS AVE,PASCAGOULA,MS,39567-4136,30.36727,-88.560556,5557713,19432,5280,27.17,129562.31,24.54,6.08,6.08
CA7324,23504 LYONS AVENUE,NEWHALL,CA,91321-2500,34.37949,-118.544403,247711,61203,4797,7.84,129519,27,2.1,0
OR6595,3715 INTERNATIONAL WAY,MEDFORD,OR,97504-9720,42.371482,-122.865496,8154336,13560,6780,50,129516.6,19.1,8.55,8.55
SD1306,420 S GARFIELD,PIERRE,SD,57501-5452,44.360717,-100.31651,7970088,10976,10976,100,129479.67,11.8,7.93,0
NY7094,25-27 EAST PARK AVENUE,LONG BEACH,NY,11561-3597,40.5886718,-73.6650869,GSA,95833,4025,4.2,129405.46,32.15,0,0
MS2109,713 S PEAR ORCHARD RD,RIDGELAND,MS,39157-4801,32.407095,-90.123543,GSA,55977,7277,13,129199.26,17.75,0,0
SC2128,105 CORPORATE DRIVE,SPARTANBURG,SC,29303-5045,34.999088,-81.935631,1008765,19760,7843,39.69,129169.28,16.47,1.71,0
VT8116,506 SUMMER STREET,ST JOHNSBURY,VT,05819-2146,44.420046,-72.002824,GSA,18271,6340,34.7,129024.63,20.35,3.49,0
NV7860,745 WEST MOANA LANE,RENO,NV,89509-4932,39.491217,-119.80456,1313907,60011,4658,7.76,129007.89,27.7,10.5,5.5
IL2295,1000 TOWER LANE BLDG,BENSENVILLE,IL,60106-1040,41.98517,-87.959342,204389,69280,5028,7.26,128873.35,25.63,7.5,2.5
NM1448,304 N. AUBURN,FARMINGTON,NM,87401-5813,36.731733,-108.210639,GSA,9843,9252,94,128872.45,13.93,4.89,0
MI2194,13919 W. BAY SHORE DR,TRAVERSE CITY,MI,49684-6206,44.7760995,-85.6411846,1502198,32000,3369,10.53,128781.88,38.23,3.55,0
TX2427,400 S GARLAND,PLAINVIEW,TX,79072-9507,34.173889,-101.743743,7177439,6400,6400,100,128665.78,20.1,4.21,2.71
FL2372,1850 ELLER DR,FORT LAUDERDALE,FL,33316-4202,26.082039,-80.121617,378764,82488,4912,5.95,128513.16,26.16,4.77,1.73
VA0725,263 NEFF AVENUE,HARRISONBURG,VA,22801-3428,38.426662,-78.848629,8026916,5315,5315,100,128484.03,24.17,3.08,3.08
IL2339,1207 NTWK CENTRE BLVD,EFFINGHAM,IL,62401-4632,39.143159,-88.525891,GSA,25272,7430,29.4,128478.07,17.29,3.9,0
NY7033,405 NORTH FRENCH ROAD,AMHERST,NY,14228-2010,43.034889,-78.809572,6688114,45050,7381,16.38,128374.47,17.39,2.28,0
MD1056,46591 EXPEDITION DRIVE,LEXINGTON PARK,MD,20653-5113,38.279721,-76.464947,5028230,60029,4933,8.22,128326.53,26.01,5.45,0.45
WA7638,11410 NE 122ND WAY,KIRKLAND,WA,98034-6945,47.709386,-122.189298,470157,64116,4297,6.7,128253.33,29.85,0.16,0.16
CA6735,11506 TELEGRAPH RD,SANTA FE SPRINGS,CA,90670-3100,33.947871,-118.08756,1179242,114629,6418,5.6,128102.22,19.96,6.44,1.44
VA0783,36 E CALHOUN ST,SALEM,VA,24153-3820,37.2918549,-80.057772,GSA,31546,3028,9.6,127942.36,42.25,14.29,14.29
NC2201,157-K DUBLIN SQUARE RD.,ASHEBORO,NC,27203-8691,35.703304,-79.795037,1098615,17214,6120,35.55,127822.89,20.89,5.17,0.17
MI2188,1730 TRADITIONAL DRIVE,WALLED LAKE,MI,48390-5925,42.538944,-83.501133,825586,9243,6199,67.07,127813.27,20.62,2.97,2.96
MI2077,308 STATE ST,PETOSKEY,MI,49770-2747,45.37187,-84.95649,GSA,14300,4576,32,127726.72,27.91,1.33,0
CA8191,9245 LAGUNA SPRINGS DRIVE,ELK GROVE,CA,95758-7987,38.419879,-121.396818,900168,76000,3223,4.24,127668.76,39.61,8.78,3.78
SC2314,"PLANTATION FINANCIAL CENTER, 1012 3",MYRTLE BEACH,SC,29577-2996,33.7070405,-78.8948741,GSA,26056,3726,14.3,127655.01,34.26,6.42,1.42
SC2178,2430 AIRPARK RD.,NORTH CHARLESTON,SC,29406-6160,32.893771,-80.02189,GSA,20113,20113,100,127604.4,6.34,8.5,3.5
NE1446,444 REGENCY PARKWAY DR,OMAHA,NE,68114-3792,41.256124,-96.074052,1336663,47067,4571,9.71,127471.2,27.89,7.67,2.67
UT1374,245N JIMMY DOOLITTLE RD,SALT LAKE CITY,UT,84116-3730,40.773484,-112.019684,1059162,10768,10768,100,127397.81,11.83,8.5,3.5
MI2104,6520 MERCANTILE WAY,LANSING,MI,48911-6957,42.66426,-84.536014,1127860,29164,9323,31.97,127395.8,13.66,1.75,0
AR1198,111 CENTER STREET,LITTLE ROCK,AR,72201-4401,34.748248,-92.272697,5758291,471556,7418,1.57,127344.77,17.17,2.67,0
TN2176,3401 RUSS CIRCLE,ALCOA,TN,37701-3279,35.831241,-83.969398,GSA,14636,6147,42,127265.56,20.7,0.16,0.16
SC2114,3420 NORTH MAIN STREET,ANDERSON,SC,29621-1324,34.54909,-82.673709,1005825,52800,8200,15.53,127209.44,15.51,0,0
VA0813,23723 AIR FREIGHT LANE,DULLES AIRPORT,VA,20166-7617,38.961529,-77.452518,1082058,284780,4500,1.58,127200.67,28.27,1.25,1.25
OH2215,1160 DUBLIN ROAD,COLUMBUS,OH,43215-1052,39.974569,-83.051763,5803464,30000,6465,21.55,127037.25,19.65,8.84,3.84
FL2901,5600 N W 36TH ST,MIAMI,FL,33166-2787,25.834359,-80.32805,369977,38000,8168,21.49,126943.75,15.54,3.42,0
NC2289,830 FLORENCE STREET,CONCORD,NC,28027-5947,35.427435,-80.608627,750683,7440,6942,93.31,126928.96,18.28,1.57,0
TN2202,529 WEST INMAN STREET,CLEVELAND,TN,37311-1768,35.161541,-84.880462,GSA,8550,8550,100,126924.54,14.84,2.63,0
UT1467,1869 NORTH 100 EAST,NORTH LOGAN,UT,84341-9998,41.7659897,-111.8311422,GSA,7500,7500,100,126695.81,16.89,6.17,1.16
IL2564,6957 OLDE CREEK ROAD,ROCKFORD,IL,61114-7416,42.304254,-88.981942,5739308,75000,5259,7.01,126640.58,24.08,6.98,1.98
CA7409,2601 SATURN ST,BREA,CA,92821-6702,33.908577,-117.863779,280111,49661,6363,12.81,126602.8,19.9,0.37,0
WA7873,3501 COLBY AVE,EVERETT,WA,98201-4794,47.971241,-122.208313,635252,30187,5222,17.3,126490.97,24.22,4.08,0
GA2337,415 ROWLAND STREET,MOULTRIE,GA,31768-9130,31.20955,-83.779623,7983710,6426,6426,100,126438.67,19.68,4.08,0
NY6214,200 CIVIC CENTER PLAZA,CORNING,NY,14830-2855,42.140448,-77.046856,GSA,7539,7539,100,126376.55,16.76,0.42,0
VA0899,1175 HERNDON PARKWAY,HERNDON,VA,20170-5522,38.96404001,-77.40188213,135511,33143,6611,19.95,126356.05,19.11,2.16,2.16
GA2743,3604 MACON ROAD,COLUMBUS,GA,31907-8218,32.488287,-84.932488,1166232,46544,10114,21.73,126291.22,12.49,0.15,0
SC2175,4130 FABER PLACE DR,NORTH CHARLESTON,SC,29405-8501,32.843382,-80.021502,1524385,57313,6157,10.74,126218.5,20.5,4.26,1.26
IL2221,10850 LINCOLN TRAIL,FAIRVIEW HEIGHTS,IL,62208-2026,38.592845,-89.990592,762005,59722,8561,14.33,126145.68,14.73,0.16,0
AZ7630,1760 MASTICK WAY,NOGALES,AZ,85621-1013,31.363438,-110.933739,8041927,8114,3474,42.81,126071.45,36.29,9.5,4.5
OH2265,6000 LOMBARDO CENTER,SEVEN HILLS,OH,44131-2579,41.401344,-81.663185,486965,137564,4198,3.05,126005.58,30.02,0.38,0
TX2340,2207 BEDELL STREET,DEL RIO,TX,78840-8007,29.391748,-100.901611,7855614,6175,6175,100,125935.28,20.39,2.02,0
MO1908,1813 EAST 10TH STREET,ROLLA,MO,65401-4604,37.95172948,-91.73917234,7964322,6235,6235,100,125888.46,20.19,1.84,0
LA1371,1279 CLOTHILDE ST,MORGAN CITY,LA,70380-1347,29.705575,-91.198743,GSA,6380,6380,100,125875,19.73,3.08,0
KY3031,4000 TERMINAL DR.,LEXINGTON,KY,40510-9645,38.038284,-84.598935,6968279,9222,4090,44.35,125861.44,30.77,1.79,1.79
OK1311,125 W 15TH STREET,TULSA,OK,74119-3827,36.140634,-95.988791,1049266,29040,8228,28.33,125627.35,15.27,1.91,0
TN2022,50 VANTAGE WAY,NASHVILLE,TN,37228-1523,36.191304,-86.795559,810467,45000,8012,17.8,125544.46,15.67,0.08,0
GA2076,201 SECOND STREET,MACON,GA,31201-2772,32.839233,-83.626843,8294940,46190,8000,17.32,125539.01,15.69,1.19,0
MI2076,1401 E. CLOVERLAND DRIVE,IRONWOOD,MI,49938-1719,46.463267,-90.145151,GSA,3242,3242,100,125483.12,38.71,1.71,0.71
IN1724,6801 PIERSON,INDIANAPOLIS,IN,46241-4226,39.73771,-86.278438,626376,5145,5145,100,125383.65,24.37,3.8,0.8
MI1830,300 S. FRONT STREET,MARQUETTE,MI,49855-4643,46.541588,-87.393389,GSA,21013,6472,30.8,125319.29,19.36,1.92,1.92
MA5611,200 SEAPORT BOULEVARD,BOSTON,MA,02210-2031,42.349461,-71.040412,222626,823000,3122,0.38,125257.25,40.12,0.84,0
NV7277,201 W. LIBERTY STREET,RENO,NV,89501-2027,39.521305,-119.813934,1328635,29000,5445,18.78,125153.33,22.99,2.38,2.38
FL3053,9050 PINES BLVD,PEMBROKE PINES,FL,33024-6456,26.008538,-80.265814,378803,97006,4830,4.98,125119.74,25.9,1.62,0
NJ4525,701C ROUTE 73,MARLTON,NJ,08053-4144,39.868383,-74.921952,244309,27813,5589,20.09,125047.18,22.37,3.08,0
OK1352,221-229 S I 35,MOORE,OK,73160-9998,35.3369164,-97.4914665,GSA,15116,11488,76,125035.43,10.88,4.08,0
OK0048,111 W 4TH ST,OKMULGEE,OK,74447-9998,35.624666,-95.971856,8199247,20000,12541,62.71,125033.77,9.97,2.5,0
KY2096,1013 MORGANTOWN ROAD,BOWLING GREEN,KY,42101-8693,36.98871,-86.47502,GSA,4814,4814,100,124869.3,25.94,0.42,0
WI1634,780 REGENT STREET,MADISON,WI,53715-2635,43.06768,-89.398833,1276936,68729,4542,6.61,124854.17,27.49,0.16,0
FL3110,2201 NW 40TH TERRACE,GAINESVILLE,FL,32605-3574,29.673215,-82.384343,5389940,6373,5795,90.93,124853.84,21.55,3.28,0
NY6478,401 NEW KARNER ROAD,ALBANY,NY,12205-3840,42.73387,-73.848032,1299435,26000,7274,27.98,124843.9,17.16,0.84,0.84
AR1291,2840 I-55 NORTH,MARION,AR,72364-9998,35.208304,-90.205706,GSA,3450,3450,100,124814.51,36.18,6.18,6.18
CO1999,555 W. 48TH AVE.,DENVER,CO,80216-1801,39.784146,-104.993448,396870,47621,15772,33.12,124795.72,7.91,1.33,1.33
TX2613,2304 WEST FERGUSON DRIVE,MOUNT PLEASANT,TX,75455-2932,33.174154,-95.001905,GSA,4574,4574,100,124769.43,27.28,8.38,3.37
NJ5070,2370 ROUTE 70 WEST,CHERRY HILL,NJ,08002-3421,39.925739,-75.045513,245256,100778,6000,5.95,124732.49,20.79,0.67,0
MO1913,402 SOUTH MAIN,JOPLIN,MO,64801-2349,37.087617,-94.513349,7258590,80664,5528,6.85,124715.09,22.56,6.9,4.4
OK1498,1339 S. WESTERN ROAD,STILLWATER,OK,74074-6899,36.10697,-97.087149,7637771,23201,3000,12.93,124686.85,41.56,6.42,4.42
MN1671,900 SECOND AVE. SOUTH,MINNEAPOLIS,MN,55402-3314,44.973797,-93.271144,1030389,280563,4077,1.45,124660.58,30.58,1,0
VA0743,2581 QUALITY COURT,VIRGINIA BEACH,VA,23454-5297,36.820276,-76.057235,6882081,25200,6750,26.79,124531.52,18.45,5.24,0.24
KY3010,402 CAMPBELL WAY,MOUNT STERLING,KY,40353-7847,38.078424,-83.953289,GSA,7200,7200,100,124517.57,17.29,0.84,0
LA1643,450 LAUREL STREET,BATON ROUGE,LA,70801-1817,30.450412,-91.186482,6327729,202867,3310,1.63,124480.02,37.61,3.5,0.5
KY2028,401 FREDERICA ST,OWENSBORO,KY,42301-6298,37.772569,-87.113372,GSA,8203,6333,77.2,124351.79,19.64,3.76,1
TN2024,5700 BRAINERD RD.,CHATTANOOGA,TN,37411-4012,35.011604,-85.214148,GSA,75905,7970,10.5,124195.95,15.58,1.59,0
IN1732,636 NORTH PINE STREET,MICHIGAN CITY,IN,46360-3414,41.71596,-86.89953,GSA,7015,7015,100,124189.54,17.7,7.54,0
NC2190,6020 SIX FORKS RD,RALEIGH,NC,27609-3899,35.861857,-78.637891,67891,18173,7810,42.98,124156.53,15.9,0,0
NH6126,PEASE INTERNATIONAL TRADEPORT,PORTSMOUTH,NH,03801-6809,43.086768,-70.808125,GSA,11647,3832,32.9,124111.9,32.39,7.98,2.98
IA1493,1610 12TH AVE SW,SPENCER,IA,51301-5670,43.130985,-95.150588,7978418,5200,5200,100,123987.24,23.84,4.05,1.22
NC2212,4905 KOGER BLVD,GREENSBORO,NC,27407-2734,36.051096,-79.88346,1092997,116000,7593,6.55,123894.77,16.32,6.17,1.16
SC2319,75 BEATTIE PLACE,GREENVILLE,SC,29601-2155,34.852902,-82.395071,771200,177985,4265,2.4,123782.36,29.02,6.33,1.33
NC2619,205 REGENCY EXECUTIVE PARK BUILDING,CHARLOTTE,NC,28217-3989,35.15339,-80.89448,479732,71100,6185,8.7,123742.1,20.01,6.72,1.72
LA1399,"1401 HUDSON LN, SUITE 225",MONROE,LA,71201-6032,32.515969,-92.112436,GSA,57178,5775,10.1,123655.83,21.41,4.84,0
OH2328,822 4TH STREET,PORTSMOUTH,OH,45662-4312,38.733096,-82.995571,7702999,5879,4174,71,123622.43,29.62,5.41,2.91
CA7715,1411 OLIVER RD,FAIRFIELD,CA,94534-3424,38.258907,-122.068771,337066,40000,3061,7.65,123562.23,40.37,5.6,0.6
MO2005,4340 NE 34TH STREET,KANSAS CITY,MO,64117-3120,39.155412,-94.529228,GSA,10080,10080,100,123554.6,12.26,3.48,3.48
CA6399,2601 MAIN STREET,IRVINE,CA,92614-6220,33.681666,-117.841388,280110,223447,4852,2.17,123504.94,25.45,0.08,0
LA1181,100 ADVOCATE ROW,VIDALIA,LA,71373-3032,31.575556,-91.459821,GSA,11247,11247,100,123443.25,10.98,4.21,0
WV0188,9 TWENTY-SEVENTH ST.,HUNTINGTON,WV,25702-1109,38.433863,-82.407646,GSA,124244,25470,20.5,123436.69,4.85,1.84,0
WV0209,700 WASHINGTON ST,CHARLESTON,WV,25301-1657,38.352185,-81.632866,5660924,44000,6335,14.4,123422.08,19.48,5.25,0.28
WA8000,840 OCEAN BEACH HWY,LONGVIEW,WA,98632-4011,46.146432,-122.92671,GSA,11001,5101,46.37,123392.84,24.19,14.68,14.68
AR1184,4905 GREENWOOD ROAD,FORT SMITH,AR,72903-6906,35.3302717,-94.3873561,6331628,21679,6555,30.24,123327.27,18.81,6.17,1.16
FL2173,5807 BRECKENRIDGE PKWY,TAMPA,FL,33610-4249,28.000133,-82.358521,373284,10120,8286,81.88,123245.57,14.87,0,0
SC2265,101 N. MAIN STREET,GREENVILLE,SC,29601-2776,34.851574,-82.398598,1000017,191600,6374,3.33,123101.78,19.31,7.17,2.16
ND1247,1680 CAPITOL AVE,BISMARCK,ND,58501-5603,46.82979519,-100.7669754,8190287,14833,7559,50.96,123003.6,16.27,1.75,0
FL3162,1334-1336 NW 78TH AVENUE,MIAMI,FL,33126-1606,25.7862647,-80.3226325,371470,45000,10000,22.22,123000,12.3,4.42,1.42
MT5505,# 2 MAIN STREET,KALISPELL,MT,59901-6414,48.198765,-114.31388,7962050,20000,5194,25.97,122908.82,23.66,7.5,1.5
AZ7631,51 WEST THIRD STREET,TEMPE,AZ,85281-2860,33.427382,-111.940751,99800,73578,4076,5.54,122852.2,30.14,5.08,0
CA7454,"1907 NORTH GATEWAY, STE 101",FRESNO,CA,93727-1605,36.768139,-119.726792,GSA,51587,5365,10.4,122827.28,22.89,0.45,0
NC2618,1017 W H SMITH BOULEVARD,GREENVILLE,NC,27834-5052,35.602414,-77.404487,GSA,3381,3381,100,122463.72,36.22,7.5,4.5
MT5524,2681 PALMER STREET,MISSOULA,MT,59701-7108,46.887,-114.029478,GSA,38936,6113,15.7,122442.36,20.03,3.75,0
KS1562,"634 MASSACHUSETTS STREET, SUITE 301",LAWRENCE,KS,66044-2235,38.97240141,-95.23619181,GSA,52824,3909,7.4,122431.07,31.32,8.79,0
OK1439,506 WEST UTAH AVENUE,CHICKASHA,OK,73018-5852,35.030627,-97.93923,8130442,5229,5229,100,122430.47,23.41,3.43,0
CO1897,515 INDUSTRIAL PARK RD.,BRUSH,CO,80723-2914,40.27177,-103.625254,7954067,5000,5000,100,122268.19,24.45,3.35,3.35
OH2129,6161 OAKTREE BLVD,INDEPENDENCE,OH,44131-2516,41.395277,-81.65915,486957,61700,6609,10.71,122207.51,18.49,5.25,0
NC2346,1187 ANDY GRIFFIN PARKWAY,MOUNT AIRY,NC,27030-2528,36.46126,-80.56139,GSA,7500,7500,100,122192.45,16.29,2.99,0
CO2094,675 INDUSTRIAL BLVD,DELTA,CO,81416-2811,38.7539077,-108.03412,GSA,6682,3909,58.5,122111.43,31.24,9.53,4.53
WY1321,2120 CAREY AVE,CHEYENNE,WY,82001-3602,41.1367869,-104.8193224,GSA,13037,4928,37.8,122058.2,24.77,2.53,2.53
SC2091,1391 MIDDLETON STREET,ORANGEBURG,SC,29115-3115,33.492316,-80.866632,5623009,7000,7000,100,121737.41,17.39,0.35,0.1
GA2438,2233 LAKE PARK DRIVE,SMYRNA,GA,30080-8813,33.894776,-84.486454,435098,119150,6325,5.31,121655.8,19.23,8.85,3.84
NM1532,1208 ARCINEIGA,CLOVIS,NM,88101-3801,34.426179,-103.191381,GSA,5680,5680,100,121641.04,21.42,2,2
CA6876,615 NASH STREET,EL SEGUNDO,CA,90245-2825,33.9308408,-118.3875172,GSA,50787,5485,10.8,121602.45,22.17,2.2,0
KY2039,"51 TWAY ADDL, 421 BYPAS",HARLAN,KY,40831-2502,36.8431441,-83.321848,GSA,7342,7342,100,121493.36,16.55,1.5,0
PA0789,707 CHELSEA PARKWAY,BOOTHWYN,PA,19061-1306,39.870211,-75.47474,GSA,66306,7360,11.1,121408,16.5,4.19,0
UT1394,2484 WASHINGTON BLVD,OGDEN,UT,84401-2319,41.22098,-111.970457,1071305,71649,4707,6.57,121205.25,25.75,4.84,0
MT5522,3550 MULLAN ROAD,MISSOULA,MT,59808-5168,46.885861,-114.047305,1502097,13100,6015,45.92,121202.25,20.15,0.58,0
LA1474,14141 AIRLINE HIGHWAY,BATON ROUGE,LA,70817-6241,30.366037,-91.025678,5790284,216720,7560,3.49,121196.41,16.03,5.33,0.33
CA8071,99 PACIFIC STREET,MONTEREY,CA,93940-2493,36.603218,-121.895311,8210582,3749,3749,100,121145.37,32.31,3,1
KY3059,990 WILKINSON TRACE,BOWLING GREEN,KY,42103-3404,36.969834,-86.423969,GSA,21725,5301,24.4,121030.91,22.83,4.23,0
IA1487,"1635 ASSOCIATES DRIVE, SUITE 103",DUBUQUE,IA,52002-2279,42.49699,-90.738465,7980614,13346,6900,51.7,120885.51,17.52,2.84,0
AR1254,4501 E. ROOSEVELT RD.,LITTLE ROCK,AR,72206-2648,34.721447,-92.224408,5025285,6042,6042,100,120864.74,20,1.42,0
GA2230,220 CARL VINSON PKWY,WARNER ROBINS,GA,31088-5832,32.599775,-83.665092,7975204,11200,11200,100,120768.64,10.78,0.19,0
CA7877,7898 MISSION GROVE PARKWAY,RIVERSIDE,CA,92507-5052,33.90793,-117.328372,733450,45000,3299,7.33,120744.38,36.6,10.13,5.13
NC2054,551-F PYLON DRIVE,RALEIGH,NC,27606-1487,35.791916,-78.703191,68222,8892,7437,83.64,120736.31,16.23,4.84,0
GA2325,4855 PEACHTREE INDUSTRIAL BLVD.,NORCROSS,GA,30092-5802,33.969495,-84.192462,448096,109293,6124,5.6,120482.16,19.67,3.16,0
PA0780,1400 NORTH PROVIDENCE ROAD,MEDIA,PA,19063-2043,39.935281,-75.39128,295625,100000,4879,4.88,120471.64,24.69,2.66,0
VA0650,150 BOUSH ST,NORFOLK,VA,23510-1626,36.8475,-76.29334,935196,131259,5853,4.46,120451.19,20.58,9.67,4.67
TX2573,18700 JOHN F. KENNEDY BLVD,HOUSTON,TX,77032-5022,29.985627,-95.341556,5713651,544298,5559,1.02,120381.91,21.66,0.08,0
