gsa_building_no,address,city,state,zipcode,latitude,longitude,costar_number,bldg_rsf,total_leased_rsf,percent_govt_leased,total_annual_rent,rent_prsf,remaining_total_term,remaining_firm_term
IN1807,6650 TELECOM DRIVE,INDIANAPOLIS,IN,46278-2009,39.877204,-86.2695,75013,281777.0,169630.0,60.2,4383986.02,25.84,8.25,6.58
IN1830,6510 TELECOM DRIVE,INDIANAPOLIS,IN,46278-6029,39.87306,-86.269543,5442992,151353.0,73532.0,48.58,1823084.74,24.79,8.25,6.17
IN1879,135 N PENNSYLVANIA ST,INDIANAPOLIS,IN,46204-2400,39.769326,-86.156153,553734,435000.0,74762.0,17.19,2107241.71,28.19,8.25,3.25
MA5991,25 BARNARD E ST JEAN DRIVE,FALMOUTH,MA,02536-4420,41.604886,-70.603728,GSA,26580.0,12838.0,48.3,282436.0,22.0,8.25,3.25
MA5974,100 MEDWAY ROAD,MILFORD,MA,01757-2923,42.148343,-71.491896,221504,44580.0,6448.0,14.46,138103.46,21.42,8.25,3.25
MO1910,2546 S JEFFERSON,LEBANON,MO,65536-4234,37.644702,-92.649535,7949263,5848.0,5848.0,100.0,176958.56,30.26,8.25,5.25
OH2303,20445 EMERALD PARKWAY DRIVE,CLEVELAND,OH,44135-6009,41.427601,-81.844348,487025,88000.0,13701.0,15.57,394015.36,28.76,8.25,3.25
PA0664,8380 OLD YORK ROAD,ELKINS PARK,PA,19027-1539,40.086781,-75.127994,297617,61241.0,23375.0,38.17,626460.03,26.8,8.25,5.25
TX1968,660 N CENTRAL EXPRESWAY,PLANO,TX,75074-6780,33.008127,-96.7066339,408429,81364.0,14998.0,18.43,318164.86,21.21,8.25,3.25
UT1429,1380 S. 2350 W.,VERNAL,UT,84078-4538,40.43463,-109.573025,7959518,10168.0,8604.0,84.62,92415.51,10.74,8.25,3.25
VA0322,7500 BOSTON BLVD,SPRINGFIELD,VA,22153-3133,38.73853,-77.206807,135533,79971.0,79971.0,100.0,1277314.58,15.97,8.25,8.25
WA7974,112 HENRY ST NE,OLYMPIA,WA,98506-4470,47.046481,-122.883317,5935366,21948.0,7820.0,35.63,254737.75,32.58,8.25,3.25
OH2084,1660 W 2ND ST,CLEVELAND,OH,44113-1454,41.496914,-81.693273,486702,314899.0,50588.0,16.06,1378264.24,27.24,8.25,3.25
MI3004,11301 METRO AIRPORT CENTER DRIVE SU,ROMULUS,MI,48174-1489,42.2212197,-83.3803137,462193,75840.0,7050.0,9.3,330189.44,46.84,8.27,3.27
OH2157,121 S MAIN ST,AKRON,OH,44308-1415,41.0818,-81.518331,487306,150000.0,22797.0,15.2,647122.52,28.39,8.27,8.27
CA6445,2880 SUNRISE BLVD.,RANCHO CORDOVA,CA,95742-6547,38.599549,-121.265878,340705,66525.0,17080.0,25.67,357986.35,20.96,8.27,3.77
VA0789,130 WITHERS LN,WYTHEVILLE,VA,24382-4095,36.956152,-81.0745,8041982,7830.0,7830.0,100.0,182592.55,23.32,8.29,3.28
FL2377,21 E. GARDEN STREET,PENSACOLA,FL,32502-5675,30.412981,-87.214317,1389470,48089.0,30388.0,63.19,847689.33,27.9,8.29,3.28
OH2428,"ONE SEAGATE CENTER, THIRTEENTH FLOO",TOLEDO,OH,43604-1558,41.654203,-83.530661,1103046,761000.0,25986.0,3.41,660703.68,25.43,8.29,8.29
FL3078,2348 TRADEPORT DRIVE,ORLANDO,FL,32827-7052,28.412928,-81.352157,1547945,17697.0,10150.0,57.35,435054.66,42.86,8.3,3.3
IL2384,502 EASTJEFFERSON STREET,ROCKFORD,IL,61107-4076,42.269234,-89.085331,GSA,11648.0,11648.0,100.0,243866.03,20.94,8.3,0.0
NY7471,ONE BROADWAY CENTER,SCHENECTADY,NY,12305-2533,42.80873,-73.945391,6378034,130500.0,13950.0,10.69,350703.15,25.14,8.3,8.3
SD1359,325 S. FIRST AVENUE,SIOUX FALLS,SD,57104-6936,43.544383,-96.725329,6699237,57372.0,35926.0,62.62,1451843.42,40.41,8.3,3.3
WA7664,13026 W MCFARLANE RD,AIRWAY HEIGHTS,WA,99001-5046,47.628366,-117.591126,6578244,42703.0,6186.0,14.49,32476.5,5.25,8.32,3.31
OH2404,100 MALL DRIVE,STEUBENVILLE,OH,43952-3092,40.366915,-80.674427,1081168,823353.0,9035.0,1.1,270444.2,29.93,8.32,8.32
TX2710,1777 NE LOOP 410,SAN ANTONIO,TX,78217-5209,29.516364,-98.43679,949438,256974.0,20764.0,8.08,573910.84,27.64,8.32,3.32
CT3429,475 MAIN STREET,ANSONIA,CT,06401-2307,41.338669,-73.077917,1154903,177289.0,4581.0,2.58,180452.17,39.39,8.33,5.33
MI3013,4035 SWEENEY ROAD,MOUNT PLEASANT,MI,48858-9192,43.595424,-84.75768,8154189,20616.0,20616.0,100.0,438134.57,21.25,8.33,8.33
MA5964,10 FAWCETT STREET,CAMBRIDGE,MA,02138-1172,42.389959,-71.146013,215748,130304.0,14664.0,11.25,663061.07,45.22,8.33,5.33
MO1990,"1251 NW BRIARCLIFF PARKWAY, STE 475",KANSAS CITY,MO,64116-4600,39.167586,-94.596744,1469810,220917.0,35390.0,16.02,911637.95,25.76,8.33,5.83
GA2600,4685 LOG CABIN RD.,MACON,GA,31204-6317,32.81846,-83.709633,8040727,74801.0,74801.0,100.0,1259861.19,16.84,8.34,3.33
GA2188,BUILDING 8,ATLANTA,GA,30329-2020,33.8259818,-84.323218,GSA,151252.0,151252.0,100.0,3589446.63,23.73,8.34,8.34
HI7452,81 WAENAOIHANA LOOP,KEALAKEKUA,HI,96750-8195,19.517412,-155.922756,GSA,7200.0,3510.0,48.75,130895.89,37.29,8.34,3.33
IL2223,600 JOLIET RD,WILLOWBROOK,IL,60527-5633,41.746641,-87.938307,204831,52542.0,10872.0,20.69,150677.94,13.86,8.34,3.33
IN1862,4030 VINCENNES ROAD,INDIANAPOLIS,IN,46268-3007,39.915308,-86.230839,962346,123400.0,50160.0,40.65,1138883.87,22.71,8.34,3.33
IN1631,5957 LAKESIDE BOULEVARD,INDIANAPOLIS,IN,46278-1996,39.874957,-86.266066,73386,85387.0,19538.0,22.88,311340.72,15.94,8.34,3.33
NJ5098,2475 MCCLELLAN DRIVE,PENNSAUKEN,NJ,08109-4683,39.929645,-75.067894,1489892,49126.0,15579.0,31.71,510305.46,32.76,8.34,5.34
NY7485,90 CURTWRIGHT DRIVE,WILLIAMSVILLE,NY,14221-0000,42.953323,-78.708467,1238527,26000.0,3080.0,11.85,70515.14,22.89,8.34,3.33
SC2079,413 KING ST,GEORGETOWN,SC,29440-3539,33.371803,-79.282427,GSA,7508.0,7508.0,100.0,197110.4,26.25,8.34,3.33
FL2405,14361 COMMERCE WAY,MIAMI LAKES,FL,33016-1565,25.903964,-80.32957,379928,38181.0,6296.0,16.49,168603.43,26.78,8.34,3.34
IL2596,9377 WEST HIGGINS ROAD,ROSEMONT,IL,60018-4943,41.989395,-87.857004,146288,313478.0,28618.0,9.13,1043783.91,36.47,8.34,3.34
FL3278,1001 EAST BUSINESS HWY 98,PANAMA CITY,FL,32401-3632,30.162062,-85.6486251,GSA,21862.0,7280.0,33.3,217964.26,29.94,8.35,3.34
TN2270,637 COMMONS DRIVE,GALLATIN,TN,37066-5818,36.378088,-86.458172,8016373,8487.0,8487.0,100.0,261306.1,30.79,8.35,3.34
MA5957,300 BALLARDVALE STREET,WILMINGTON,MA,01887-1021,42.592369,-71.160889,GSA,114938.0,5517.0,4.8,119717.85,21.7,8.35,3.34
CA6424,1300 CLAY STREET,OAKLAND,CA,94612-1425,37.804386,-122.274163,324747,183178.0,35486.0,19.37,1354416.25,38.17,8.35,3.35
MI2059,657 HASTINGS AVENUE,HOLLAND,MI,49423-5427,42.771934,-86.084954,GSA,6500.0,6500.0,100.0,171638.24,26.41,8.36,0.0
FL3337,9495 DELEGATES DRIVE,ORLANDO,FL,32837-8347,28.428638,-81.40997,383540,49420.0,49420.0,100.0,1541075.68,31.18,8.37,3.36
VA0683,900 BLAND BOULEVARD,NEWPORT NEWS,VA,23602-4347,37.131511,-76.502386,942376,427500.0,3923.0,0.92,96861.6,24.69,8.37,3.36
OH2378,444 ENTERPRISE PARKWAY,RAVENNA,OH,44266-8059,41.202328,-81.283173,6717515,5517.0,5517.0,100.0,165953.18,30.08,8.38,6.37
TX2592,10824 NORTH CENTRAL EXPRESSWAY,DALLAS,TX,75231-2102,32.897123,-96.768705,1285048,27200.0,27200.0,100.0,1113466.27,40.94,8.38,3.37
TX2613,2304 WEST FERGUSON DRIVE,MOUNT PLEASANT,TX,75455-2932,33.174154,-95.001905,GSA,4574.0,4574.0,100.0,124769.43,27.28,8.38,3.37
NJ4638,855 LEHIGH AVE,UNION,NJ,07083-7631,40.682121,-74.243981,6549107,39100.0,19257.0,49.25,717708.39,37.27,8.38,2.25
CA7635,27708 JEFFERSON AVENUE,TEMECULA,CA,92590-2641,33.513402,-117.159032,700551,27706.0,6713.0,24.23,138608.16,20.65,8.39,3.38
CO1890,466 TUCKER STREET,CRAIG,CO,81625-1943,40.513639,-107.544838,7962162,5000.0,5000.0,100.0,103896.52,20.78,8.39,3.39
TX2584,AND WEST HENDERSON STREET,CLEBURNE,TX,76033-4101,32.336918,-97.417317,GSA,8896.0,8896.0,100.0,169191.06,19.02,8.39,2.5
OH2436,6100 OAK TREE BLVD,INDEPENDENCE,OH,44131-2508,41.3973448,-81.660918,GSA,135547.0,14856.0,10.96,392185.37,26.4,8.4,7.08
SD1391,133 S. MAIN AVE,SIOUX FALLS,SD,57104-6409,43.546642,-96.72833,6320726,19708.0,5689.0,28.87,137620.06,24.19,8.4,3.39
TX2575,E.S. 11TH STREET,ABILENE,TX,79602-3702,32.4350545,-99.785464,GSA,14282.0,14282.0,100.0,323652.28,22.66,8.4,3.4
ME4199,110 MAIN STREET,SACO,ME,04072-3509,43.494866,-70.448171,1309793,105400.0,6916.0,6.56,180585.15,26.11,8.41,5.41
NV7000,567 W SILVER STREET,ELKO,NV,89801-3776,40.825968,-115.769673,,3421.0,3352.0,97.98,75124.91,22.41,8.41,3.4
TX2349,3902 SOUTH EXPRESSWAY 83,HARLINGEN,TX,78550-8378,26.1618299,-97.687946,1424497,53075.0,53075.0,100.0,1868088.37,35.2,8.41,0.0
AZ7956,"1585, 1611 & 1615 S. PLAZA WAY",FLAGSTAFF,AZ,86001-7156,35.18690153,-111.66629469,GSA,47273.0,12102.0,25.6,293627.04,24.26,8.42,3.42
CA8194,2305 HISTORIC DECATUR ROAD,SAN DIEGO,CA,92106-6050,32.733991,-117.217067,775191,105061.0,16579.0,15.78,594191.36,35.84,8.42,3.42
CA8221,220 SOUTH LINDEN AVE,SOUTH SAN FRANCISCO,CA,94080-6411,37.641626,-122.41195,335057,60000.0,7000.0,11.67,68880.0,9.84,8.42,3.42
CA6823,1380 LEAD HILL RD,ROSEVILLE,CA,95661-2941,38.748964,-121.258677,337164,56440.0,3446.0,6.11,77474.04,22.48,8.42,3.42
CO1884,3950 N. LEWISTON,AURORA,CO,80011-1555,39.772342,-104.799055,400095,83922.0,14148.0,16.86,415677.33,29.38,8.42,3.42
DC0436,1905-B 9TH ST NE,WASHINGTON,DC,20018-1014,38.915659,-76.993641,101656,21996.0,7723.0,35.11,357889.35,46.34,8.42,3.42
GA2442,10155 EAGLE DR.,COVINGTON,GA,30014-4010,33.5747237,-83.8400789,7948700,32006.0,16543.0,51.69,582404.33,35.21,8.42,3.42
MI2021,101 FIRST STREET,BAY CITY,MI,48708-5746,43.603153,-83.889007,1221417,35274.0,9140.0,25.91,213149.78,23.32,8.42,3.42
NE1428,1301 HIGHLAND BLVD,LINCOLN,NE,68521-4639,40.844349,-96.732099,5851653,137671.0,137671.0,100.0,2771504.5,20.13,8.42,3.42
NH6135,175 AMHERST STREET,NASHUA,NH,03064-1337,42.77497,-71.489053,654438,20000.0,6700.0,33.5,153148.86,22.86,8.42,6.42
OH1713,50 WEST BROAD STREET,COLUMBUS,OH,43215-3301,39.9621,-83.002175,493332,352586.0,19134.0,5.43,504033.68,26.34,8.42,2.42
PA0802,1781 MCKEES ROCKS ROAD,MCKEES ROCKS,PA,15136-1607,40.470273,-80.094723,6124262,48159.0,26575.0,55.18,1214929.05,45.72,8.42,8.42
AK3239,4230 UNIVERSITY DR,ANCHORAGE,AK,99508-4650,61.188763,-149.811151,7941441,49672.0,31790.0,64.0,1036807.88,32.61,8.42,5.67
NJ4626,401 HACKENSACK AVE,HACKENSACK,NJ,07601-6411,40.909082,-74.033186,161350,165000.0,18378.0,11.14,729769.74,39.71,8.43,8.43
MI2040,9222 GRAND RIVER,DETROIT,MI,48204-2249,42.365554,-83.13112,GSA,10329.0,10329.0,100.0,300542.13,29.1,8.44,8.44
TX2776,2805 PINE MILL ROAD,PARIS,TX,75460-4936,33.663443,-95.55888,8042689,11485.0,10803.0,94.06,462792.96,42.84,8.44,8.44
UT1353,"2520 W 4700 SOUTH, STE 9A",TAYLORSVILLE,UT,84118-1847,40.667679,-111.955362,GSA,45957.0,5377.0,11.7,100861.93,18.76,8.45,3.45
AZ7646,253 WEST SUPERSTITION,APACHE JUNCTION,AZ,85220-4125,33.422312,-111.549357,5379231,13500.0,13500.0,100.0,343264.8,25.43,8.46,3.45
MA5965,ONE LAKESHORE CENTER,BRIDGEWATER,MA,02324-1065,41.962209,-71.036198,404006,77000.0,5683.0,7.38,251822.26,44.31,8.46,3.45
FL3324,400 S. AUSTRALIAN AVE.,WEST PALM BEACH,FL,33401-5004,26.711169,-80.064285,381372,66400.0,3234.0,4.87,112256.32,34.71,8.46,8.46
IN1869,8303 WEST SOUTHERN AVE,INDIANAPOLIS,IN,46241-3644,39.729911,-86.308031,6634761,15240.0,15240.0,100.0,304983.87,20.01,8.46,3.46
FL2473,1800 2ND ST,SARASOTA,FL,34236-5904,27.33811,-82.534416,674472,199770.0,16380.0,8.2,532368.91,32.5,8.48,3.47
NY7445,2 COURT STREET,BINGHAMTON,NY,13901-3110,42.098006,-75.913579,5821471,55651.0,15040.0,27.03,463984.0,30.85,8.48,3.47
UT1485,"425 NORTH 2150 WEST, SUITE 4",CEDAR CITY,UT,84721-0561,37.685409,-113.089339,8184660,10859.0,3468.0,31.94,68527.32,19.76,8.48,3.47
KS1583,1121 HUDSON,MANHATTAN,KS,66503-3191,39.190431,-96.626037,5349493,12879.0,6672.0,51.81,149733.17,22.44,8.48,0.0
GA2430,3780 SOUTHSIDE INDUSTRIAL PARKWAY,ATLANTA,GA,30354-3217,33.66277,-84.392385,513304,406989.0,406989.0,100.0,2831798.0,6.96,8.49,3.48
MN1693,6161 AMERICAN BOULEVARD,BLOOMINGTON,MN,55438-1220,44.855751,-93.36187,766929,36827.0,17270.0,46.89,527087.77,30.52,8.5,8.5
FL2501,1211 GOVERNOR'S SQUARE BLVD.,TALLAHASSEE,FL,32301-2993,30.439956,-84.264008,5502604,45000.0,11219.0,24.93,264737.95,23.6,8.5,3.5
CA7580,4601 LANG AVENUE,MCCLELLAN AFB,CA,95652-2508,38.6625,-121.40141,630118,94924.0,14958.0,15.76,84782.22,5.67,8.5,3.5
CA5986,4542 RUFFNER ST.,SAN DIEGO,CA,92111-2250,32.822595,-117.157065,702320,55690.0,4084.0,7.33,104870.81,25.68,8.5,3.5
DC0216,"633 INDIANA AVENUE, NW",WASHINGTON,DC,20004-2908,38.894322,-77.020254,129436,151300.0,151300.0,100.0,6682247.82,44.17,8.5,8.5
MO1896,830 EAST PRIMROSE,SPRINGFIELD,MO,65807-5254,37.146199,-93.284694,1374493,22222.0,3427.0,15.42,76970.89,22.46,8.5,3.5
MO2011,30 W PERSHING RD,KANSAS CITY,MO,64108-2410,39.084086,-94.584396,1182152,380000.0,4420.0,1.16,82450.0,18.65,8.5,8.5
NE1450,17310 WRIGHT STREET,OMAHA,NE,68130-2406,41.23545,-96.189231,6088570,35000.0,8412.0,24.03,261675.66,31.11,8.5,3.5
OH2382,252 VENTURE PLACE,LANCASTER,OH,43130-8405,39.736346,-82.626494,GSA,7331.0,7331.0,100.0,287863.25,39.27,8.5,6.5
OR6493,9025 SW HILLMAN CT,WILSONVILLE,OR,97070-9241,45.321782,-122.772863,715454,54485.0,4842.0,8.89,75970.98,15.69,8.5,3.5
SC2178,2430 AIRPARK RD.,NORTH CHARLESTON,SC,29406-6160,32.893771,-80.02189,GSA,20113.0,20113.0,100.0,127604.4,6.34,8.5,3.5
UT1374,245N JIMMY DOOLITTLE RD,SALT LAKE CITY,UT,84116-3730,40.773484,-112.019684,1059162,10768.0,10768.0,100.0,127397.81,11.83,8.5,3.5
UT1384,2090 N. REDWOOD RD,SALT LAKE CITY,UT,84116-1232,40.813053,-111.938584,1061103,26790.0,6300.0,23.52,71109.14,11.29,8.5,4.5
VA0376,1800 S. BELL STREET,ARLINGTON,VA,22202-3546,38.857181,-77.051053,137335,217082.0,102238.0,47.1,3782806.0,37.0,8.51,3.5
CA8047,5140 E. OLIVE AVENUE,FRESNO,CA,93727-2423,36.757456,-119.72115,8040616,13250.0,13250.0,100.0,518199.99,39.11,8.51,6.51
NC2672,401 TIFFANY DR,SANFORD,NC,27330-9306,35.471219,-79.203065,8187949,9915.0,9915.0,100.0,278412.66,28.08,8.51,3.51
OH2220,1050 HOSPITAL DRIVE,BATAVIA,OH,45103-1994,39.082317,-84.151844,5623076,7322.0,7322.0,100.0,218723.6,29.87,8.51,0.0
FL3344,6810 SOUTH US HIGHWAY ONE,PORT SAINT LUCIE,FL,34952-1424,27.341523,-80.325783,8190414,14960.0,14960.0,100.0,601298.53,40.19,8.52,3.52
DE0048,500 W LOOCKERMAN ST,DOVER,DE,19904-7309,39.156952,-75.530932,695564,74313.0,25502.0,34.32,522882.22,20.5,8.53,5.2
MD0326,7401 FORBES BOULEVARD,SEABROOK,MD,20706-2200,38.991056,-76.827628,142265,31091.0,8974.0,28.86,207245.67,23.09,8.53,8.53
OK1481,2400 EAST JACKSON,HUGO,OK,74743-4242,34.010592,-95.497816,6124563,6610.0,6610.0,100.0,143988.85,21.78,8.53,3.53
IN1821,2300 N. GREEN RIVER ROAD,EVANSVILLE,IN,47715-1404,37.999155,-87.492447,8184608,14000.0,14000.0,100.0,411420.38,29.39,8.54,8.54
NC2648,1011 W.H. SMITH BLVD,GREENVILLE,NC,27834-5052,35.602347,-77.404414,6766728,12618.0,3732.0,29.58,118852.51,31.85,8.54,3.54
CA7746,2440 TULARE STREET,FRESNO,CA,93721-2269,36.737052,-119.785587,1367060,86117.0,37101.0,43.08,1454852.54,39.21,8.54,4.04
NH6166,1100 ELM ST,MANCHESTER,NH,03101-1502,42.994004,-71.463186,6017630,54472.0,9667.0,17.75,285505.77,29.53,8.55,5.54
OR6595,3715 INTERNATIONAL WAY,MEDFORD,OR,97504-9720,42.371482,-122.865496,8154336,13560.0,6780.0,50.0,129516.6,19.1,8.55,8.55
AR1276,2600 WEST HILLSBORO,EL DORADO,AR,71730-6820,33.207854,-92.69972,5319256,7388.0,7388.0,100.0,145571.49,19.7,8.55,3.55
ND1344,112 ROBERTS ST,FARGO,ND,58102-4984,46.877068,-96.789832,5755824,17640.0,5178.0,29.35,83020.92,16.03,8.55,0.0
TX2768,150 WESTPARK WAY,EULESS,TX,76040-3962,32.836256,-97.119723,422582,75381.0,39506.0,52.41,877538.87,22.21,8.55,3.55
IL1889,2300 EAST DEVON AVENUE,DES PLAINES,IL,60018-4696,41.995811,-87.86334,838067,239331.0,221206.0,92.43,5227138.11,23.63,8.56,7.84
NY7490,620 ERIE BOULEVARD WEST,SYRACUSE,NY,13204-2445,43.049276,-76.163864,GSA,126192.0,3281.0,2.6,82917.46,25.27,8.56,3.55
OR6586,1538 SW YAMHILL ST,PORTLAND,OR,97205-1824,45.52075,-122.687757,800840,14455.0,13020.0,90.07,252650.07,19.4,8.56,8.56
MD1857,10001 NEW HAMPSHIRE AVE,SILVER SPRING,MD,20903-1702,39.02039,-76.976594,5961989,51728.0,51728.0,100.0,1721507.84,33.28,8.56,8.56
IN1749,10 SOUTH SECOND STREET,LAFAYETTE,IN,47901-1216,40.416925,-86.895481,1426278,12000.0,9875.0,82.29,174147.47,17.64,8.57,0.0
TX2587,1001 HOLLEMAN DRIVE EAST,COLLEGE STATION,TX,77840-4117,30.610006,-96.305934,GSA,13800.0,13800.0,100.0,392662.99,28.45,8.57,3.56
IN1741,500 NORTH A STREET,RICHMOND,IN,47374-3038,39.830636,-84.894548,GSA,8143.0,8143.0,100.0,147046.32,18.06,8.57,0.0
TX2696,8037 LOCKHEED DR,EL PASO,TX,79925-2400,31.791931,-106.380873,5664683,55060.0,10704.0,19.44,217981.5,20.36,8.59,3.59
CA7304,2815 SCOTT STREET,VISTA,CA,92081-8547,33.140567,-117.228014,7989162,54119.0,54119.0,100.0,2718549.73,50.23,8.59,8.59
CA5408,100 EAST ALVIN DRIVE,SALINAS,CA,93906-2404,36.707927,-121.652515,5079120,125000.0,79700.0,63.76,3388798.59,42.52,8.59,3.58
CO2090,66 VAN GORDON STREET,LAKEWOOD,CO,80228-1702,39.714375,-105.137755,394076,60274.0,28748.0,47.7,489747.96,17.04,8.59,3.59
CT3416,716 BROOK STREET,ROCKY HILL,CT,06067-3433,41.642283,-72.670214,5949667,57825.0,14318.0,24.76,463102.52,32.34,8.59,8.59
CT3369,20 CHURCH ST,HARTFORD,CT,06103-3290,41.768574,-72.673406,1232094,248841.0,24647.0,9.9,632593.41,25.67,8.59,3.58
FL3319,1961 QUAIL GROVE LANE,TALLAHASSEE,FL,32311-2714,30.42317,-84.182838,7917848,25550.0,12653.0,49.52,477650.75,37.75,8.59,3.59
IL2401,606 W. PERSHING ROAD,DECATUR,IL,62526-1633,39.876509,-88.965395,GSA,16651.0,10507.0,63.1,241641.32,23.0,8.59,0.0
IL2604,1 OAKBROOK TERRACE,OAKBROOK TERRACE,IL,60181-4449,41.846514,-87.981386,204310,161373.0,7346.0,4.55,220425.44,30.01,8.59,3.58
MD1844,5825 UNIVERSITY RESEARCH COURT,COLLEGE PARK,MD,20737-0000,38.97052,-76.92216,GSA,116141.0,5598.0,4.82,183616.61,32.8,8.59,8.59
MT5612,2718 MONTANA AVE,BILLINGS,MT,59101-2346,45.781655,-108.503998,5380165,45000.0,3948.0,8.77,80439.12,20.37,8.59,3.59
NC2651,202 CHARTER ST,ALBEMARLE,NC,28001-8702,35.34995,-80.154148,8040860,5950.0,5950.0,100.0,120230.78,20.21,8.59,3.59
ND1361,521 E MAIN AVENUE,BISMARCK,ND,58501-4418,46.805393,-100.784329,1389368,29600.0,3196.0,10.8,70615.06,22.09,8.59,3.59
NY7499,111 GENESEE STREET,BUFFALO,NY,14203-1575,42.889762,-78.869796,7691084,60000.0,11462.0,19.1,217109.0,18.94,8.59,3.59
OR6678,PORTLAND INTERNATIONAL AIRPORT,PORTLAND,OR,97218-1009,45.58961,-122.592121,1176131,55000.0,20606.0,37.47,875566.1,42.49,8.59,3.58
TX2617,1000 MEDICAL CENTER BLVD,ALICE,TX,78332-7160,27.753084,-98.086309,5318354,6779.0,6779.0,100.0,150977.43,22.27,8.59,8.59
TX1929,5410 FREDERICKSBURG RD.,SAN ANTONIO,TX,78229-3555,29.506453,-98.563376,948180,54347.0,17605.0,32.39,352229.8,20.01,8.59,3.59
UT1410,1793 WEST 1250 SOUTH,OREM,UT,84058-2228,40.274189,-111.736218,1067846,32731.0,5645.0,17.25,161953.0,28.69,8.59,3.59
WA7976,188 106TH AVE NE,BELLEVUE,WA,98004-5965,47.611757,-122.198828,470141,96691.0,12632.0,13.06,440562.64,34.88,8.59,3.59
NY7363,32 OLD SLIP,NEW YORK-MANHATTAN,NY,10005-3500,40.703836,-74.008348,157172,1132340.0,89200.0,7.88,4300389.53,48.21,8.6,3.09
WI1741,216 PINNACLE WAY,EAU CLAIRE,WI,54701-3436,44.808275,-91.470625,8266083,31212.0,3744.0,12.0,132911.3,35.5,8.6,3.6
NY7106,1 WINNERS CIRCLE,ALBANY,NY,12205-5974,42.717917,-73.799642,1336104,49335.0,4935.0,10.0,95962.39,19.45,8.61,3.61
CA7918,4550 CALIFORNIA AVENUE,BAKERSFIELD,CA,93309-7012,35.365896,-119.053472,1388721,141002.0,11077.0,7.86,344784.9,31.13,8.62,3.62
FL3356,2700 SOUTH COMMERCE PARKWAY,WESTON,FL,33331-3615,26.084869,-80.369299,378512,78500.0,6609.0,8.42,231583.97,35.04,8.63,3.62
NJ4635,506 JERSEY AVENUE,NEW BRUNSWICK,NJ,08901-3541,40.480871,-74.467075,169843,89653.0,11391.0,12.71,435679.94,38.25,8.63,8.63
MI3048,35803 MOUND ROAD,STERLING HEIGHTS,MI,48310-4731,42.556313,-83.04896,507616,93789.0,18321.0,19.53,434370.14,23.71,8.63,3.62
RI7144,599 ARNOLD ROAD,COVENTRY,RI,02816-4133,41.664619,-71.544856,1080243,7575.0,7575.0,100.0,141211.35,18.64,8.63,3.62
MI3058,6 PARKLANE BOULEVARD,DEARBORN,MI,48126-2618,42.322169,-83.20737,461285,286726.0,17416.0,6.07,315055.44,18.09,8.64,3.64
FL3315,3535 LAWTON RD,ORLANDO,FL,32803-3713,28.560339,-81.339998,380907,32330.0,32330.0,100.0,650595.46,20.12,8.65,3.64
CA7592,22815 CALLE SAN JUAN DE LAS LAGOS,MORENO VALLEY,CA,92553-9046,33.914413,-117.26289,5474378,12856.0,12856.0,100.0,360927.88,28.07,8.65,3.64
FL3339,4014 GUNN HIGHWAY,TAMPA,FL,33618-8724,28.039248,-82.508544,632863,42930.0,14329.0,33.38,288496.67,20.13,8.65,3.65
FL3341,3036 S FALKENBURG RD,RIVERVIEW,FL,33578-2562,27.918728,-82.337932,GSA,27974.0,12700.0,45.4,297065.0,23.39,8.65,3.65
TX2791,12650 NORTH FEATHERWOOD DRIVE,HOUSTON,TX,77034-4596,29.61867,-95.213894,798667,58263.0,7007.0,12.03,192686.07,27.5,8.65,3.65
LA1658,5100 VILLAGE WALK,COVINGTON,LA,70433-4012,30.479609,-90.090254,6335635,43402.0,10195.0,23.49,239330.8,23.48,8.67,6.08
CA7698,10365 OLD PLACERVILLE RD,SACRAMENTO,CA,95827-2518,38.567948,-121.306912,341155,44067.0,6766.0,15.35,152867.21,22.59,8.67,4.67
DC0197,"1575 EYE STREET, NW",WASHINGTON (NW),DC,20005-1106,38.901657,-77.035463,GSA,63798.0,63798.0,100.0,2629404.44,41.21,8.67,8.67
DC0293,"429 L'ENFANT PLAZA, SW",WASHINGTON,DC,20024-2111,38.886856,-77.026133,GSA,159770.0,15977.0,10.0,592427.16,37.08,8.67,8.67
DC0554,401 9TH STREET NW,WASHINGTON,DC,20004-2128,38.894805,-77.023949,130274,401279.0,29800.0,7.43,1304075.1,43.76,8.67,8.67
FL3085,5525 WEST GRAY STREET,TAMPA,FL,33609-1007,27.948149,-82.538012,790381,137023.0,137023.0,100.0,4401955.5,32.13,8.67,8.67
FL3205,149 S. RIDGEWOOD AVENUE,DAYTONA BEACH,FL,32114-4386,29.20992,-81.022236,5533851,44375.0,11942.0,26.91,357065.8,29.9,8.67,3.67
IA1531,1501 50TH ST.,WEST DES MOINES,IA,50266-5940,41.594251,-93.77114,1369698,71414.0,15551.0,21.78,352587.97,22.67,8.67,5.67
IL2409,233 NORTH MICHIGAN AVENUE,CHICAGO,IL,60601-5519,41.886129,-87.624411,144363,980362.0,184042.0,18.77,790249.26,4.29,8.67,8.67
MA5671,10 MALCOLM X BOULEVARD,BOSTON,MA,02119-1775,42.329537,-71.086202,5623247,34560.0,10628.0,30.75,366204.21,34.46,8.67,5.67
MA5786,99 SUMMER STREET,BOSTON,MA,02110-1213,42.353727,-71.057998,9938,273000.0,4283.0,1.57,174827.27,40.82,8.67,3.67
