Comparison	PathID.1	Pathway	Group1	Sample1	Symbol1	LFPKM1	Stdres1	Interaction	Group2	Sample2	Symbol2	LFPKM2	Stdres2
stem.strom	mmu05200	Pathways in cancer	strom	Col2.3	Wnt9a	1.84502429890315	-3.217329256	-->	stem	CD34p_Flk2n	Fzd10	0	-7.965999555
stem.strom	mmu04010A	MAPK signaling pathway (Classical)	strom	Col2.3	Fgf1	4.52436462387987	-3.365836791	-->	stem	CD34p_Flk2p	Fgfr2	0.129209544798686	-3.651349282
stem.strom	mmu04010A	MAPK signaling pathway (Classical)	strom	Col2.3	Fgf1	4.52436462387987	-3.365836791	-->	stem	CD34p_Flk2p	Fgfr3	0.492238789363143	-3.094231031
stem.strom	mmu04010A	MAPK signaling pathway (Classical)	strom	Col2.3	Fgf18	2.50224148084403	-8.969228434	-->	stem	CD34p_Flk2p	Fgfr2	0.129209544798686	-3.651349282
stem.strom	mmu04010A	MAPK signaling pathway (Classical)	strom	Col2.3	Fgf18	2.50224148084403	-8.969228434	-->	stem	CD34p_Flk2p	Fgfr3	0.492238789363143	-3.094231031
stem.strom	mmu04010A	MAPK signaling pathway (Classical)	strom	Col2.3	Fgf2	3.45431541716361	-9.336738142	-->	stem	CD34p_Flk2p	Fgfr2	0.129209544798686	-3.651349282
stem.strom	mmu04010A	MAPK signaling pathway (Classical)	strom	Col2.3	Fgf2	3.45431541716361	-9.336738142	-->	stem	CD34p_Flk2p	Fgfr3	0.492238789363143	-3.094231031
stem.strom	mmu04010A	MAPK signaling pathway (Classical)	strom	Col2.3	Fgf7	3.47421537126437	-4.013997917	-->	stem	CD34p_Flk2p	Fgfr2	0.129209544798686	-3.651349282
stem.strom	mmu04010A	MAPK signaling pathway (Classical)	strom	Col2.3	Fgf7	3.47421537126437	-4.013997917	-->	stem	CD34p_Flk2p	Fgfr3	0.492238789363143	-3.094231031
stem.strom	mmu04010A	MAPK signaling pathway (Classical)	strom	Col2.3	Fgfr2	5.84048337606807	-3.651349282	<--	stem	CD34p_Flk2p	Fgf1	0.0969409340095398	-3.365836791
stem.strom	mmu04010A	MAPK signaling pathway (Classical)	strom	Col2.3	Fgfr2	5.84048337606807	-3.651349282	<--	stem	CD34p_Flk2p	Fgf10	0	-8.099828394
stem.strom	mmu04010A	MAPK signaling pathway (Classical)	strom	Col2.3	Fgfr2	5.84048337606807	-3.651349282	<--	stem	CD34p_Flk2p	Fgf14	0	-8.145126518
stem.strom	mmu04010A	MAPK signaling pathway (Classical)	strom	Col2.3	Fgfr2	5.84048337606807	-3.651349282	<--	stem	CD34p_Flk2p	Fgf15	0.0230564489706825	4.019706824
stem.strom	mmu04010A	MAPK signaling pathway (Classical)	strom	Col2.3	Fgfr2	5.84048337606807	-3.651349282	<--	stem	CD34p_Flk2p	Fgf18	0	-8.969228434
stem.strom	mmu04010A	MAPK signaling pathway (Classical)	strom	Col2.3	Fgfr2	5.84048337606807	-3.651349282	<--	stem	CD34p_Flk2p	Fgf2	0	-9.336738142
stem.strom	mmu04010A	MAPK signaling pathway (Classical)	strom	Col2.3	Fgfr2	5.84048337606807	-3.651349282	<--	stem	CD34p_Flk2p	Fgf7	0.0163832104531998	-4.013997917
stem.strom	mmu04010A	MAPK signaling pathway (Classical)	strom	Col2.3	Fgfr2	5.84048337606807	-3.651349282	<--	stem	CD34p_Flk2p	Fgf9	0	-7.836877562
stem.strom	mmu04010A	MAPK signaling pathway (Classical)	strom	Col2.3	Fgfr2	5.84048337606807	-3.651349282	<--	stem	CD34p_Flk2p	Fgf23	0	-7.381214242
stem.strom	mmu04010A	MAPK signaling pathway (Classical)	strom	Col2.3	Fgfr3	6.65136603525309	-3.094231031	<--	stem	CD34p_Flk2p	Fgf1	0.0969409340095398	-3.365836791
stem.strom	mmu04010A	MAPK signaling pathway (Classical)	strom	Col2.3	Fgfr3	6.65136603525309	-3.094231031	<--	stem	CD34p_Flk2p	Fgf10	0	-8.099828394
stem.strom	mmu04010A	MAPK signaling pathway (Classical)	strom	Col2.3	Fgfr3	6.65136603525309	-3.094231031	<--	stem	CD34p_Flk2p	Fgf14	0	-8.145126518
stem.strom	mmu04010A	MAPK signaling pathway (Classical)	strom	Col2.3	Fgfr3	6.65136603525309	-3.094231031	<--	stem	CD34p_Flk2p	Fgf15	0.0230564489706825	4.019706824
stem.strom	mmu04010A	MAPK signaling pathway (Classical)	strom	Col2.3	Fgfr3	6.65136603525309	-3.094231031	<--	stem	CD34p_Flk2p	Fgf18	0	-8.969228434
stem.strom	mmu04010A	MAPK signaling pathway (Classical)	strom	Col2.3	Fgfr3	6.65136603525309	-3.094231031	<--	stem	CD34p_Flk2p	Fgf2	0	-9.336738142
stem.strom	mmu04010A	MAPK signaling pathway (Classical)	strom	Col2.3	Fgfr3	6.65136603525309	-3.094231031	<--	stem	CD34p_Flk2p	Fgf7	0.0163832104531998	-4.013997917
stem.strom	mmu04010A	MAPK signaling pathway (Classical)	strom	Col2.3	Fgfr3	6.65136603525309	-3.094231031	<--	stem	CD34p_Flk2p	Fgf9	0	-7.836877562
stem.strom	mmu04010A	MAPK signaling pathway (Classical)	strom	Col2.3	Fgfr3	6.65136603525309	-3.094231031	<--	stem	CD34p_Flk2p	Fgf23	0	-7.381214242
stem.strom	mmu04010A	MAPK signaling pathway (Classical)	strom	Col2.3	Ngf	3.74782776800405	-9.444191476	-->	stem	CD34p_Flk2p	Ntrk2	0	-9.221140978
stem.strom	mmu04010A	MAPK signaling pathway (Classical)	strom	Col2.3	Ntf3	1.05118413885657	-8.256704764	-->	stem	CD34p_Flk2p	Ntrk2	0	-9.221140978
stem.strom	mmu04010A	MAPK signaling pathway (Classical)	strom	Col2.3	Ntrk2	3.14517038512588	-9.221140978	<--	stem	CD34p_Flk2p	Bdnf	0	-7.372697686
stem.strom	mmu04010A	MAPK signaling pathway (Classical)	strom	Col2.3	Ntrk2	3.14517038512588	-9.221140978	<--	stem	CD34p_Flk2p	Ngf	0	-9.444191476
stem.strom	mmu04010A	MAPK signaling pathway (Classical)	strom	Col2.3	Ntrk2	3.14517038512588	-9.221140978	<--	stem	CD34p_Flk2p	Ntf3	0	-8.256704764
stem.strom	mmu04060A	Cytokine-cytokine receptor interaction (Chemokines)	strom	Col2.3	Cxcr7	4.3606522249073	-4.461988856	<--	stem	CD34p_Flk2p	Cxcl12	0.09594088856372	-5.307953969
stem.strom	mmu04060A	Cytokine-cytokine receptor interaction (Chemokines)	strom	Col2.3	Cxcl12	10.2258099406235	-5.307953969	-->	stem	CD34p_Flk2p	Cxcr7	0.0130737535975808	-4.461988856
stem.strom	mmu04060G	Cytokine-cytokine receptor interaction (TGF-B Family)	strom	Col2.3	Bmp2	3.66709734574402	-3.678875437	-->	stem	CD34p_Flk2p	Bmpr1b	0	-7.471460497
stem.strom	mmu04062	Chemokine signaling pathway	strom	Col2.3	Cxcl1	4.83270270475488	-9.828734274	-->	stem	CD34p_Flk2p	Ccr5	1.28503520975333	6.568660287
stem.strom	mmu04062	Chemokine signaling pathway	strom	Col2.3	Cxcl10	1.87333681384941	-5.334547959	-->	stem	CD34p_Flk2p	Ccr5	1.28503520975333	6.568660287
stem.strom	mmu04062	Chemokine signaling pathway	strom	Col2.3	Xcl1	0.142427815736819	-7.125084882	-->	stem	CD34p_Flk2p	Ccr5	1.28503520975333	6.568660287
stem.strom	mmu04062	Chemokine signaling pathway	strom	Col2.3	Ccl11	3.3986267327194	-9.31611611	-->	stem	CD34p_Flk2p	Ccr5	1.28503520975333	6.568660287
stem.strom	mmu04062	Chemokine signaling pathway	strom	Col2.3	Ccl17	0.279367881459398	-7.475079817	-->	stem	CD34p_Flk2p	Ccr5	1.28503520975333	6.568660287
stem.strom	mmu04062	Chemokine signaling pathway	strom	Col2.3	Ccl2	4.75897468641859	-3.742746161	-->	stem	CD34p_Flk2p	Ccr5	1.28503520975333	6.568660287
stem.strom	mmu04062	Chemokine signaling pathway	strom	Col2.3	Ccl22	0.0252685384341517	-6.26729716	-->	stem	CD34p_Flk2p	Ccr5	1.28503520975333	6.568660287
stem.strom	mmu04062	Chemokine signaling pathway	strom	Col2.3	Ccl7	2.62951982483242	-9.020668052	-->	stem	CD34p_Flk2p	Ccr5	1.28503520975333	6.568660287
stem.strom	mmu04062	Chemokine signaling pathway	strom	Col2.3	Cxcl12	10.2258099406235	-5.307953969	-->	stem	CD34p_Flk2p	Ccr5	1.28503520975333	6.568660287
stem.strom	mmu04062	Chemokine signaling pathway	strom	Col2.3	Cxcl13	1.57823349146546	-8.555382158	-->	stem	CD34p_Flk2p	Ccr5	1.28503520975333	6.568660287
stem.strom	mmu04062	Chemokine signaling pathway	strom	Col2.3	Cxcl14	6.6823345138058	-10.46252774	-->	stem	CD34p_Flk2p	Ccr5	1.28503520975333	6.568660287
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Sfrp2	2.72157390085191	-9.057324687	--|	stem	CD34p_Flk2p	Wnt10a	0.171502767360017	5.188201357
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Sfrp2	2.72157390085191	-9.057324687	--|	stem	CD34p_Flk2p	Wnt11	0	-9.821263248
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Sfrp2	2.72157390085191	-9.057324687	--|	stem	CD34p_Flk2p	Wnt4	0.0646238052618558	-3.464820935
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Sfrp2	2.72157390085191	-9.057324687	--|	stem	CD34p_Flk2p	Wnt5a	0	-9.137046282
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Sfrp2	2.72157390085191	-9.057324687	--|	stem	CD34p_Flk2p	Wnt7b	0	-8.258684591
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Sfrp2	2.72157390085191	-9.057324687	--|	stem	CD34p_Flk2p	Fzd2	0.0326003736092909	-3.058830206
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Sfrp2	2.72157390085191	-9.057324687	--|	stem	CD34p_Flk2p	Wnt16	0.0223158218014349	-3.761125965
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Sfrp2	2.72157390085191	-9.057324687	--|	stem	CD34p_Flk2p	Wnt9a	0	-8.684521734
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Sfrp1	2.34261447727677	-3.520438434	--|	stem	CD34p_Flk2p	Wnt10a	0.171502767360017	5.188201357
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Sfrp1	2.34261447727677	-3.520438434	--|	stem	CD34p_Flk2p	Wnt11	0	-9.821263248
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Sfrp1	2.34261447727677	-3.520438434	--|	stem	CD34p_Flk2p	Wnt4	0.0646238052618558	-3.464820935
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Sfrp1	2.34261447727677	-3.520438434	--|	stem	CD34p_Flk2p	Wnt5a	0	-9.137046282
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Sfrp1	2.34261447727677	-3.520438434	--|	stem	CD34p_Flk2p	Wnt7b	0	-8.258684591
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Sfrp1	2.34261447727677	-3.520438434	--|	stem	CD34p_Flk2p	Fzd2	0.0326003736092909	-3.058830206
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Sfrp1	2.34261447727677	-3.520438434	--|	stem	CD34p_Flk2p	Wnt16	0.0223158218014349	-3.761125965
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Sfrp1	2.34261447727677	-3.520438434	--|	stem	CD34p_Flk2p	Wnt9a	0	-8.684521734
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Sfrp4	6.32413373141791	-10.34087634	--|	stem	CD34p_Flk2p	Wnt10a	0.171502767360017	5.188201357
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Sfrp4	6.32413373141791	-10.34087634	--|	stem	CD34p_Flk2p	Wnt11	0	-9.821263248
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Sfrp4	6.32413373141791	-10.34087634	--|	stem	CD34p_Flk2p	Wnt4	0.0646238052618558	-3.464820935
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Sfrp4	6.32413373141791	-10.34087634	--|	stem	CD34p_Flk2p	Wnt5a	0	-9.137046282
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Sfrp4	6.32413373141791	-10.34087634	--|	stem	CD34p_Flk2p	Wnt7b	0	-8.258684591
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Sfrp4	6.32413373141791	-10.34087634	--|	stem	CD34p_Flk2p	Fzd2	0.0326003736092909	-3.058830206
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Sfrp4	6.32413373141791	-10.34087634	--|	stem	CD34p_Flk2p	Wnt16	0.0223158218014349	-3.761125965
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Sfrp4	6.32413373141791	-10.34087634	--|	stem	CD34p_Flk2p	Wnt9a	0	-8.684521734
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Wnt11	4.81124494949098	-9.821263248	|--	stem	CD34p_Flk2p	Sfrp2	0	-9.057324687
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Wnt11	4.81124494949098	-9.821263248	|--	stem	CD34p_Flk2p	Sfrp1	0.0179700682723022	-3.520438434
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Wnt11	4.81124494949098	-9.821263248	|--	stem	CD34p_Flk2p	Sfrp4	0	-10.34087634
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Wnt11	4.81124494949098	-9.821263248	|--	stem	CD34p_Flk2p	Wif1	0.0805848105221799	-3.980507455
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Wnt11	4.81124494949098	-9.821263248	|--	stem	CD34p_Flk2p	Sfrp5	0	-8.994272907
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Wnt11	4.81124494949098	-9.821263248	-->	stem	CD34p_Flk2p	Fzd2	0.0326003736092909	-3.058830206
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Wnt4	4.13510797375544	-3.464820935	|--	stem	CD34p_Flk2p	Sfrp2	0	-9.057324687
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Wnt4	4.13510797375544	-3.464820935	|--	stem	CD34p_Flk2p	Sfrp1	0.0179700682723022	-3.520438434
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Wnt4	4.13510797375544	-3.464820935	|--	stem	CD34p_Flk2p	Sfrp4	0	-10.34087634
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Wnt4	4.13510797375544	-3.464820935	|--	stem	CD34p_Flk2p	Wif1	0.0805848105221799	-3.980507455
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Wnt4	4.13510797375544	-3.464820935	|--	stem	CD34p_Flk2p	Sfrp5	0	-8.994272907
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Wnt4	4.13510797375544	-3.464820935	-->	stem	CD34p_Flk2p	Fzd2	0.0326003736092909	-3.058830206
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Wnt5a	2.92536715180791	-9.137046282	|--	stem	CD34p_Flk2p	Sfrp2	0	-9.057324687
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Wnt5a	2.92536715180791	-9.137046282	|--	stem	CD34p_Flk2p	Sfrp1	0.0179700682723022	-3.520438434
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Wnt5a	2.92536715180791	-9.137046282	|--	stem	CD34p_Flk2p	Sfrp4	0	-10.34087634
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Wnt5a	2.92536715180791	-9.137046282	|--	stem	CD34p_Flk2p	Wif1	0.0805848105221799	-3.980507455
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Wnt5a	2.92536715180791	-9.137046282	|--	stem	CD34p_Flk2p	Sfrp5	0	-8.994272907
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Wnt5a	2.92536715180791	-9.137046282	-->	stem	CD34p_Flk2p	Fzd2	0.0326003736092909	-3.058830206
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Wnt7b	1.05423724205057	-8.258684591	|--	stem	CD34p_Flk2p	Sfrp2	0	-9.057324687
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Wnt7b	1.05423724205057	-8.258684591	|--	stem	CD34p_Flk2p	Sfrp1	0.0179700682723022	-3.520438434
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Wnt7b	1.05423724205057	-8.258684591	|--	stem	CD34p_Flk2p	Sfrp4	0	-10.34087634
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Wnt7b	1.05423724205057	-8.258684591	|--	stem	CD34p_Flk2p	Wif1	0.0805848105221799	-3.980507455
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Wnt7b	1.05423724205057	-8.258684591	|--	stem	CD34p_Flk2p	Sfrp5	0	-8.994272907
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Wnt7b	1.05423724205057	-8.258684591	-->	stem	CD34p_Flk2p	Fzd2	0.0326003736092909	-3.058830206
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Wif1	5.99129734639464	-3.980507455	--|	stem	CD34p_Flk2p	Wnt10a	0.171502767360017	5.188201357
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Wif1	5.99129734639464	-3.980507455	--|	stem	CD34p_Flk2p	Wnt11	0	-9.821263248
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Wif1	5.99129734639464	-3.980507455	--|	stem	CD34p_Flk2p	Wnt4	0.0646238052618558	-3.464820935
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Wif1	5.99129734639464	-3.980507455	--|	stem	CD34p_Flk2p	Wnt5a	0	-9.137046282
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Wif1	5.99129734639464	-3.980507455	--|	stem	CD34p_Flk2p	Wnt7b	0	-8.258684591
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Wif1	5.99129734639464	-3.980507455	--|	stem	CD34p_Flk2p	Wnt16	0.0223158218014349	-3.761125965
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Wif1	5.99129734639464	-3.980507455	--|	stem	CD34p_Flk2p	Wnt9a	0	-8.684521734
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Sfrp5	2.56392443487605	-8.994272907	--|	stem	CD34p_Flk2p	Wnt10a	0.171502767360017	5.188201357
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Sfrp5	2.56392443487605	-8.994272907	--|	stem	CD34p_Flk2p	Wnt11	0	-9.821263248
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Sfrp5	2.56392443487605	-8.994272907	--|	stem	CD34p_Flk2p	Wnt4	0.0646238052618558	-3.464820935
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Sfrp5	2.56392443487605	-8.994272907	--|	stem	CD34p_Flk2p	Wnt5a	0	-9.137046282
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Sfrp5	2.56392443487605	-8.994272907	--|	stem	CD34p_Flk2p	Wnt7b	0	-8.258684591
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Sfrp5	2.56392443487605	-8.994272907	--|	stem	CD34p_Flk2p	Fzd2	0.0326003736092909	-3.058830206
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Sfrp5	2.56392443487605	-8.994272907	--|	stem	CD34p_Flk2p	Wnt16	0.0223158218014349	-3.761125965
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Sfrp5	2.56392443487605	-8.994272907	--|	stem	CD34p_Flk2p	Wnt9a	0	-8.684521734
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Fzd2	2.06161723320794	-3.058830206	|--	stem	CD34p_Flk2p	Sfrp2	0	-9.057324687
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Fzd2	2.06161723320794	-3.058830206	|--	stem	CD34p_Flk2p	Sfrp1	0.0179700682723022	-3.520438434
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Fzd2	2.06161723320794	-3.058830206	|--	stem	CD34p_Flk2p	Sfrp4	0	-10.34087634
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Fzd2	2.06161723320794	-3.058830206	<--	stem	CD34p_Flk2p	Wnt10a	0.171502767360017	5.188201357
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Fzd2	2.06161723320794	-3.058830206	<--	stem	CD34p_Flk2p	Wnt11	0	-9.821263248
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Fzd2	2.06161723320794	-3.058830206	<--	stem	CD34p_Flk2p	Wnt4	0.0646238052618558	-3.464820935
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Fzd2	2.06161723320794	-3.058830206	<--	stem	CD34p_Flk2p	Wnt5a	0	-9.137046282
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Fzd2	2.06161723320794	-3.058830206	<--	stem	CD34p_Flk2p	Wnt7b	0	-8.258684591
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Fzd2	2.06161723320794	-3.058830206	|--	stem	CD34p_Flk2p	Sfrp5	0	-8.994272907
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Fzd2	2.06161723320794	-3.058830206	<--	stem	CD34p_Flk2p	Wnt16	0.0223158218014349	-3.761125965
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Fzd2	2.06161723320794	-3.058830206	<--	stem	CD34p_Flk2p	Wnt9a	0	-8.684521734
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Wnt16	3.268950832668	-3.761125965	|--	stem	CD34p_Flk2p	Sfrp2	0	-9.057324687
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Wnt16	3.268950832668	-3.761125965	|--	stem	CD34p_Flk2p	Sfrp1	0.0179700682723022	-3.520438434
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Wnt16	3.268950832668	-3.761125965	|--	stem	CD34p_Flk2p	Sfrp4	0	-10.34087634
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Wnt16	3.268950832668	-3.761125965	|--	stem	CD34p_Flk2p	Wif1	0.0805848105221799	-3.980507455
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Wnt16	3.268950832668	-3.761125965	|--	stem	CD34p_Flk2p	Sfrp5	0	-8.994272907
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Wnt16	3.268950832668	-3.761125965	-->	stem	CD34p_Flk2p	Fzd2	0.0326003736092909	-3.058830206
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Wnt9a	1.84502429890315	-8.684521734	|--	stem	CD34p_Flk2p	Sfrp2	0	-9.057324687
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Wnt9a	1.84502429890315	-8.684521734	|--	stem	CD34p_Flk2p	Sfrp1	0.0179700682723022	-3.520438434
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Wnt9a	1.84502429890315	-8.684521734	|--	stem	CD34p_Flk2p	Sfrp4	0	-10.34087634
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Wnt9a	1.84502429890315	-8.684521734	|--	stem	CD34p_Flk2p	Wif1	0.0805848105221799	-3.980507455
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Wnt9a	1.84502429890315	-8.684521734	|--	stem	CD34p_Flk2p	Sfrp5	0	-8.994272907
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Wnt9a	1.84502429890315	-8.684521734	-->	stem	CD34p_Flk2p	Fzd2	0.0326003736092909	-3.058830206
stem.strom	mmu04310B	Wnt signaling pathway (Planar Cell Polarity)	strom	Col2.3	Fzd2	2.06161723320794	-3.058830206	<--	stem	CD34p_Flk2p	Wnt10a	0.171502767360017	5.188201357
stem.strom	mmu04310B	Wnt signaling pathway (Planar Cell Polarity)	strom	Col2.3	Fzd2	2.06161723320794	-3.058830206	<--	stem	CD34p_Flk2p	Wnt11	0	-9.821263248
stem.strom	mmu04310B	Wnt signaling pathway (Planar Cell Polarity)	strom	Col2.3	Fzd2	2.06161723320794	-3.058830206	<--	stem	CD34p_Flk2p	Wnt4	0.0646238052618558	-3.464820935
stem.strom	mmu04310B	Wnt signaling pathway (Planar Cell Polarity)	strom	Col2.3	Fzd2	2.06161723320794	-3.058830206	<--	stem	CD34p_Flk2p	Wnt5a	0	-9.137046282
stem.strom	mmu04310B	Wnt signaling pathway (Planar Cell Polarity)	strom	Col2.3	Fzd2	2.06161723320794	-3.058830206	<--	stem	CD34p_Flk2p	Wnt7b	0	-8.258684591
stem.strom	mmu04310B	Wnt signaling pathway (Planar Cell Polarity)	strom	Col2.3	Fzd2	2.06161723320794	-3.058830206	<--	stem	CD34p_Flk2p	Wnt16	0.0223158218014349	-3.761125965
stem.strom	mmu04310B	Wnt signaling pathway (Planar Cell Polarity)	strom	Col2.3	Fzd2	2.06161723320794	-3.058830206	<--	stem	CD34p_Flk2p	Wnt9a	0	-8.684521734
stem.strom	mmu04310B	Wnt signaling pathway (Planar Cell Polarity)	strom	Col2.3	Wnt9a	1.84502429890315	-8.684521734	-->	stem	CD34p_Flk2p	Fzd2	0.0326003736092909	-3.058830206
stem.strom	mmu04310C	Wnt signaling pathway (Wnt/Ca2+)	strom	Col2.3	Wnt5a	2.92536715180791	-9.137046282	-->	stem	CD34p_Flk2p	Fzd2	0.0326003736092909	-3.058830206
stem.strom	mmu04310C	Wnt signaling pathway (Wnt/Ca2+)	strom	Col2.3	Fzd2	2.06161723320794	-3.058830206	<--	stem	CD34p_Flk2p	Wnt10a	0.171502767360017	5.188201357
stem.strom	mmu04310C	Wnt signaling pathway (Wnt/Ca2+)	strom	Col2.3	Fzd2	2.06161723320794	-3.058830206	<--	stem	CD34p_Flk2p	Wnt11	0	-9.821263248
stem.strom	mmu04310C	Wnt signaling pathway (Wnt/Ca2+)	strom	Col2.3	Fzd2	2.06161723320794	-3.058830206	<--	stem	CD34p_Flk2p	Wnt4	0.0646238052618558	-3.464820935
