"r"	"g"	"b"	"cust_skey"	"r_perc"	"g_perc"	"b_perc"	"color_name"	"rank"
47	79	79	184183081	0.184313725490196	0.309803921568627	0.309803921568627	"Dark Slate Gray"	143
220	220	220	7993114	0.862745098039216	0.862745098039216	0.862745098039216	"Gainsboro"	134
250	235	215	7993114	0.980392156862745	0.92156862745098	0.843137254901961	"Antique White"	26
222	184	135	7993114	0.870588235294118	0.72156862745098	0.529411764705882	"Burlywood"	25
46	45	50	59061499	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
47	79	79	59061499	0.184313725490196	0.309803921568627	0.309803921568627	"Dark Slate Gray"	143
220	220	220	59061499	0.862745098039216	0.862745098039216	0.862745098039216	"Gainsboro"	134
245	245	245	17358577	0.96078431372549	0.96078431372549	0.96078431372549	"White Smoke"	133
248	248	255	17358577	0.972549019607843	0.972549019607843	1	"Ghost White"	127
230	230	250	17358577	0.901960784313726	0.901960784313726	0.980392156862745	"Lavender"	93
128	128	128	3641641	0.501960784313725	0.501960784313725	0.501960784313725	"Gray (W3C)"	141
105	105	105	3641641	0.411764705882353	0.411764705882353	0.411764705882353	"Dim Gray"	142
169	169	169	3641641	0.662745098039216	0.662745098039216	0.662745098039216	"Dark Gray"	138
0	0	0	3743067	0	0	0	"Black"	145
46	45	50	3743067	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
46	45	50	59061499	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
128	128	128	59061499	0.501960784313725	0.501960784313725	0.501960784313725	"Gray (W3C)"	141
169	169	169	59061499	0.662745098039216	0.662745098039216	0.662745098039216	"Dark Gray"	138
169	169	169	2762262029	0.662745098039216	0.662745098039216	0.662745098039216	"Dark Gray"	138
176	196	222	2762262029	0.690196078431373	0.768627450980392	0.870588235294118	"Light Steel Blue"	90
47	79	79	2762262029	0.184313725490196	0.309803921568627	0.309803921568627	"Dark Slate Gray"	143
105	105	105	2762262029	0.411764705882353	0.411764705882353	0.411764705882353	"Dim Gray"	142
176	196	222	4870931	0.690196078431373	0.768627450980392	0.870588235294118	"Light Steel Blue"	90
47	79	79	4870931	0.184313725490196	0.309803921568627	0.309803921568627	"Dark Slate Gray"	143
105	105	105	4870931	0.411764705882353	0.411764705882353	0.411764705882353	"Dim Gray"	142
169	169	169	4870931	0.662745098039216	0.662745098039216	0.662745098039216	"Dark Gray"	138
47	79	79	59061499	0.184313725490196	0.309803921568627	0.309803921568627	"Dark Slate Gray"	143
46	45	50	59061499	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
205	133	63	59061499	0.803921568627451	0.52156862745098	0.247058823529412	"Peru"	21
75	0	130	6210513026	0.294117647058824	0	0.509803921568627	"Indigo"	104
222	184	135	8363135847	0.870588235294118	0.72156862745098	0.529411764705882	"Burlywood"	25
189	183	107	8363135847	0.741176470588235	0.717647058823529	0.419607843137255	"Dark Khaki"	42
210	180	140	8363135847	0.823529411764706	0.705882352941177	0.549019607843137	"Tan"	27
205	133	63	8363135847	0.803921568627451	0.52156862745098	0.247058823529412	"Peru"	21
128	128	128	17046278	0.501960784313725	0.501960784313725	0.501960784313725	"Gray (W3C)"	141
169	169	169	17046278	0.662745098039216	0.662745098039216	0.662745098039216	"Dark Gray"	138
105	105	105	17046278	0.411764705882353	0.411764705882353	0.411764705882353	"Dim Gray"	142
0	128	128	4435815444	0	0.501960784313725	0.501960784313725	"Teal"	80
46	45	50	4435815444	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
47	79	79	4435815444	0.184313725490196	0.309803921568627	0.309803921568627	"Dark Slate Gray"	143
46	45	50	950009	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
105	105	105	8240070	0.411764705882353	0.411764705882353	0.411764705882353	"Dim Gray"	142
46	45	50	8240070	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
46	45	50	8834470644	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
216	191	216	8834470644	0.847058823529412	0.749019607843137	0.847058823529412	"Thistle"	109
211	211	211	8834470644	0.827450980392157	0.827450980392157	0.827450980392157	"Light Gray"	135
192	192	192	8834470644	0.752941176470588	0.752941176470588	0.752941176470588	"Silver (W3C)"	136
216	191	216	7430207658	0.847058823529412	0.749019607843137	0.847058823529412	"Thistle"	109
211	211	211	7430207658	0.827450980392157	0.827450980392157	0.827450980392157	"Light Gray"	135
192	192	192	7430207658	0.752941176470588	0.752941176470588	0.752941176470588	"Silver (W3C)"	136
211	211	211	8834470644	0.827450980392157	0.827450980392157	0.827450980392157	"Light Gray"	135
220	220	220	8834470644	0.862745098039216	0.862745098039216	0.862745098039216	"Gainsboro"	134
211	211	211	5406557	0.827450980392157	0.827450980392157	0.827450980392157	"Light Gray"	135
220	220	220	5406557	0.862745098039216	0.862745098039216	0.862745098039216	"Gainsboro"	134
211	211	211	6792990748	0.827450980392157	0.827450980392157	0.827450980392157	"Light Gray"	135
220	220	220	6792990748	0.862745098039216	0.862745098039216	0.862745098039216	"Gainsboro"	134
250	235	215	6020417638	0.980392156862745	0.92156862745098	0.843137254901961	"Antique White"	26
190	190	190	1944320874	0.745098039215686	0.745098039215686	0.745098039215686	"Gray (X11)"	137
245	245	245	1944320874	0.96078431372549	0.96078431372549	0.96078431372549	"White Smoke"	133
250	240	230	1944320874	0.980392156862745	0.941176470588235	0.901960784313726	"Linen"	22
220	220	220	1944320874	0.862745098039216	0.862745098039216	0.862745098039216	"Gainsboro"	134
0	0	0	59061499	0	0	0	"Black"	145
220	220	220	59061499	0.862745098039216	0.862745098039216	0.862745098039216	"Gainsboro"	134
230	230	250	59061499	0.901960784313726	0.901960784313726	0.980392156862745	"Lavender"	93
245	245	245	59061499	0.96078431372549	0.96078431372549	0.96078431372549	"White Smoke"	133
46	45	50	5406557	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
105	105	105	5406557	0.411764705882353	0.411764705882353	0.411764705882353	"Dim Gray"	142
47	79	79	5406557	0.184313725490196	0.309803921568627	0.309803921568627	"Dark Slate Gray"	143
240	128	128	8315716022	0.941176470588235	0.501960784313725	0.501960784313725	"Light Coral"	2
128	128	128	8315716022	0.501960784313725	0.501960784313725	0.501960784313725	"Gray (W3C)"	141
46	45	50	3839428245	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
46	45	50	3576629	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
105	105	105	3576629	0.411764705882353	0.411764705882353	0.411764705882353	"Dim Gray"	142
46	45	50	19268094	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
205	92	92	8605280670	0.803921568627451	0.36078431372549	0.36078431372549	"Indian Red"	3
160	82	45	8605280670	0.627450980392157	0.32156862745098	0.176470588235294	"Sienna"	16
0	0	0	5718594336	0	0	0	"Black"	145
46	45	50	5718594336	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
188	143	143	5084521	0.737254901960784	0.56078431372549	0.56078431372549	"Rosy Brown"	1
255	228	196	5084521	1	0.894117647058824	0.768627450980392	"Bisque"	23
210	180	140	5084521	0.823529411764706	0.705882352941177	0.549019607843137	"Tan"	27
230	230	250	5718594336	0.901960784313726	0.901960784313726	0.980392156862745	"Lavender"	93
211	211	211	5718594336	0.827450980392157	0.827450980392157	0.827450980392157	"Light Gray"	135
220	220	220	5718594336	0.862745098039216	0.862745098039216	0.862745098039216	"Gainsboro"	134
46	45	50	5718594336	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
119	136	153	26562415	0.466666666666667	0.533333333333333	0.6	"Light Slate Gray"	139
128	128	128	26562415	0.501960784313725	0.501960784313725	0.501960784313725	"Gray (W3C)"	141
169	169	169	26562415	0.662745098039216	0.662745098039216	0.662745098039216	"Dark Gray"	138
250	240	230	8385956	0.980392156862745	0.941176470588235	0.901960784313726	"Linen"	22
190	190	190	8385956	0.745098039215686	0.745098039215686	0.745098039215686	"Gray (X11)"	137
169	169	169	8385956	0.662745098039216	0.662745098039216	0.662745098039216	"Dark Gray"	138
245	245	245	8385956	0.96078431372549	0.96078431372549	0.96078431372549	"White Smoke"	133
240	230	140	8315704100	0.941176470588235	0.901960784313726	0.549019607843137	"Khaki"	40
244	164	96	8315704100	0.956862745098039	0.643137254901961	0.376470588235294	"Sandy Brown"	19
128	128	128	14636922	0.501960784313725	0.501960784313725	0.501960784313725	"Gray (W3C)"	141
190	190	190	14636922	0.745098039215686	0.745098039215686	0.745098039215686	"Gray (X11)"	137
169	169	169	14636922	0.662745098039216	0.662745098039216	0.662745098039216	"Dark Gray"	138
72	61	139	1959954	0.282352941176471	0.23921568627451	0.545098039215686	"Dark Slate Blue"	100
199	21	133	9462493320	0.780392156862745	0.0823529411764706	0.52156862745098	"Medium Violet Red"	117
176	48	96	9462493320	0.690196078431373	0.188235294117647	0.376470588235294	"Maroon (X11)"	120
219	112	147	9462493320	0.858823529411765	0.43921568627451	0.576470588235294	"Pale Violet Red"	121
46	45	50	13309927	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
245	245	245	1944320874	0.96078431372549	0.96078431372549	0.96078431372549	"White Smoke"	133
248	248	255	1944320874	0.972549019607843	0.972549019607843	1	"Ghost White"	127
211	211	211	3462188840	0.827450980392157	0.827450980392157	0.827450980392157	"Light Gray"	135
105	105	105	3462188840	0.411764705882353	0.411764705882353	0.411764705882353	"Dim Gray"	142
169	169	169	3462188840	0.662745098039216	0.662745098039216	0.662745098039216	"Dark Gray"	138
176	48	96	6072274254	0.690196078431373	0.188235294117647	0.376470588235294	"Maroon (X11)"	120
255	99	71	6072274254	1	0.388235294117647	0.27843137254902	"Tomato"	11
46	45	50	7800597	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
128	128	128	7800597	0.501960784313725	0.501960784313725	0.501960784313725	"Gray (W3C)"	141
105	105	105	7800597	0.411764705882353	0.411764705882353	0.411764705882353	"Dim Gray"	142
47	79	79	7800597	0.184313725490196	0.309803921568627	0.309803921568627	"Dark Slate Gray"	143
169	169	169	7800597	0.662745098039216	0.662745098039216	0.662745098039216	"Dark Gray"	138
220	20	60	4678605341	0.862745098039216	0.0784313725490196	0.235294117647059	"Crimson"	122
178	34	34	4678605341	0.698039215686274	0.133333333333333	0.133333333333333	"Firebrick"	5
46	45	50	14765759	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
46	45	50	4398930812	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
105	105	105	4398930812	0.411764705882353	0.411764705882353	0.411764705882353	"Dim Gray"	142
176	224	230	6859474	0.690196078431373	0.87843137254902	0.901960784313726	"Powder Blue"	83
173	216	230	6859474	0.67843137254902	0.847058823529412	0.901960784313726	"Light Blue"	84
173	216	230	10965075385	0.67843137254902	0.847058823529412	0.901960784313726	"Light Blue"	84
176	224	230	10965075385	0.690196078431373	0.87843137254902	0.901960784313726	"Powder Blue"	83
211	211	211	19081597	0.827450980392157	0.827450980392157	0.827450980392157	"Light Gray"	135
211	211	211	6825319	0.827450980392157	0.827450980392157	0.827450980392157	"Light Gray"	135
176	196	222	6825319	0.690196078431373	0.768627450980392	0.870588235294118	"Light Steel Blue"	90
190	190	190	6825319	0.745098039215686	0.745098039215686	0.745098039215686	"Gray (X11)"	137
46	45	50	9379767429	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
47	79	79	9379767429	0.184313725490196	0.309803921568627	0.309803921568627	"Dark Slate Gray"	143
46	45	50	14636922	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
105	105	105	14636922	0.411764705882353	0.411764705882353	0.411764705882353	"Dim Gray"	142
47	79	79	14636922	0.184313725490196	0.309803921568627	0.309803921568627	"Dark Slate Gray"	143
105	105	105	14636922	0.411764705882353	0.411764705882353	0.411764705882353	"Dim Gray"	142
47	79	79	14636922	0.184313725490196	0.309803921568627	0.309803921568627	"Dark Slate Gray"	143
46	45	50	14636922	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
178	34	34	8315600035	0.698039215686274	0.133333333333333	0.133333333333333	"Firebrick"	5
46	45	50	8315600035	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
46	45	50	5732682	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
47	79	79	5732682	0.184313725490196	0.309803921568627	0.309803921568627	"Dark Slate Gray"	143
47	79	79	5732682	0.184313725490196	0.309803921568627	0.309803921568627	"Dark Slate Gray"	143
46	45	50	5732682	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
220	220	220	4364907	0.862745098039216	0.862745098039216	0.862745098039216	"Gainsboro"	134
176	196	222	4364907	0.690196078431373	0.768627450980392	0.870588235294118	"Light Steel Blue"	90
169	169	169	4364907	0.662745098039216	0.662745098039216	0.662745098039216	"Dark Gray"	138
47	79	79	2437646820	0.184313725490196	0.309803921568627	0.309803921568627	"Dark Slate Gray"	143
46	45	50	5849699507	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
46	45	50	4454347203	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
255	250	250	9858333558	1	0.980392156862745	0.980392156862745	"Snow"	131
245	245	245	9858333558	0.96078431372549	0.96078431372549	0.96078431372549	"White Smoke"	133
248	248	255	9858333558	0.972549019607843	0.972549019607843	1	"Ghost White"	127
199	21	133	6409462378	0.780392156862745	0.0823529411764706	0.52156862745098	"Medium Violet Red"	117
176	48	96	6409462378	0.690196078431373	0.188235294117647	0.376470588235294	"Maroon (X11)"	120
46	45	50	4697483202	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
178	34	34	17738049	0.698039215686274	0.133333333333333	0.133333333333333	"Firebrick"	5
178	34	34	17738049	0.698039215686274	0.133333333333333	0.133333333333333	"Firebrick"	5
46	45	50	2025236844	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
46	45	50	13957717	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
188	143	143	2025338497	0.737254901960784	0.56078431372549	0.56078431372549	"Rosy Brown"	1
192	192	192	4364907	0.752941176470588	0.752941176470588	0.752941176470588	"Silver (W3C)"	136
169	169	169	4364907	0.662745098039216	0.662745098039216	0.662745098039216	"Dark Gray"	138
190	190	190	4364907	0.745098039215686	0.745098039215686	0.745098039215686	"Gray (X11)"	137
211	211	211	4364907	0.827450980392157	0.827450980392157	0.827450980392157	"Light Gray"	135
188	143	143	5983698	0.737254901960784	0.56078431372549	0.56078431372549	"Rosy Brown"	1
188	143	143	9686815748	0.737254901960784	0.56078431372549	0.56078431372549	"Rosy Brown"	1
128	128	128	8605338381	0.501960784313725	0.501960784313725	0.501960784313725	"Gray (W3C)"	141
169	169	169	8605338381	0.662745098039216	0.662745098039216	0.662745098039216	"Dark Gray"	138
119	136	153	8605338381	0.466666666666667	0.533333333333333	0.6	"Light Slate Gray"	139
128	128	128	2245234491	0.501960784313725	0.501960784313725	0.501960784313725	"Gray (W3C)"	141
188	143	143	2245234491	0.737254901960784	0.56078431372549	0.56078431372549	"Rosy Brown"	1
255	0	0	2876005254	1	0	0	"Red"	8
220	20	60	2876005254	0.862745098039216	0.0784313725490196	0.235294117647059	"Crimson"	122
128	128	128	7989310179	0.501960784313725	0.501960784313725	0.501960784313725	"Gray (W3C)"	141
169	169	169	7989310179	0.662745098039216	0.662745098039216	0.662745098039216	"Dark Gray"	138
105	105	105	7989310179	0.411764705882353	0.411764705882353	0.411764705882353	"Dim Gray"	142
119	136	153	7989310179	0.466666666666667	0.533333333333333	0.6	"Light Slate Gray"	139
46	45	50	6072274254	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
245	245	245	7717396841	0.96078431372549	0.96078431372549	0.96078431372549	"White Smoke"	133
220	220	220	7717396841	0.862745098039216	0.862745098039216	0.862745098039216	"Gainsboro"	134
250	240	230	7717396841	0.980392156862745	0.941176470588235	0.901960784313726	"Linen"	22
128	128	128	7717396841	0.501960784313725	0.501960784313725	0.501960784313725	"Gray (W3C)"	141
47	79	79	1044583	0.184313725490196	0.309803921568627	0.309803921568627	"Dark Slate Gray"	143
105	105	105	1044583	0.411764705882353	0.411764705882353	0.411764705882353	"Dim Gray"	142
46	45	50	1044583	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
199	21	133	2762262029	0.780392156862745	0.0823529411764706	0.52156862745098	"Medium Violet Red"	117
127	0	127	2762262029	0.498039215686275	0	0.498039215686275	"Purple (W3C)"	115
139	0	139	2762262029	0.545098039215686	0	0.545098039215686	"Dark Magenta"	112
105	105	105	13307408	0.411764705882353	0.411764705882353	0.411764705882353	"Dim Gray"	142
47	79	79	13307408	0.184313725490196	0.309803921568627	0.309803921568627	"Dark Slate Gray"	143
46	45	50	13307408	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
128	128	128	1044583	0.501960784313725	0.501960784313725	0.501960784313725	"Gray (W3C)"	141
105	105	105	1044583	0.411764705882353	0.411764705882353	0.411764705882353	"Dim Gray"	142
46	45	50	1044583	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
72	61	139	4454347203	0.282352941176471	0.23921568627451	0.545098039215686	"Dark Slate Blue"	100
25	25	112	4454347203	0.0980392156862745	0.0980392156862745	0.43921568627451	"Midnight Blue"	94
46	45	50	4454347203	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
46	45	50	17046278	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
72	61	139	8239757	0.282352941176471	0.23921568627451	0.545098039215686	"Dark Slate Blue"	100
47	79	79	8239757	0.184313725490196	0.309803921568627	0.309803921568627	"Dark Slate Gray"	143
46	45	50	8239757	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
72	61	139	9042794026	0.282352941176471	0.23921568627451	0.545098039215686	"Dark Slate Blue"	100
25	25	112	9042794026	0.0980392156862745	0.0980392156862745	0.43921568627451	"Midnight Blue"	94
32	178	170	4985620457	0.125490196078431	0.698039215686274	0.666666666666667	"Light Sea Green"	72
0	139	139	4985620457	0	0.545098039215686	0.545098039215686	"Dark Cyan"	79
46	45	50	14765759	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
169	169	169	3839428245	0.662745098039216	0.662745098039216	0.662745098039216	"Dark Gray"	138
112	128	144	3839428245	0.43921568627451	0.501960784313725	0.564705882352941	"Slate Gray"	140
119	136	153	3839428245	0.466666666666667	0.533333333333333	0.6	"Light Slate Gray"	139
46	45	50	5554358	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
127	0	0	1044583	0.498039215686275	0	0	"Maroon (W3C)"	7
165	42	42	1044583	0.647058823529412	0.164705882352941	0.164705882352941	"Brown"	4
192	192	192	4985620457	0.752941176470588	0.752941176470588	0.752941176470588	"Silver (W3C)"	136
188	143	143	4985620457	0.737254901960784	0.56078431372549	0.56078431372549	"Rosy Brown"	1
211	211	211	4985620457	0.827450980392157	0.827450980392157	0.827450980392157	"Light Gray"	135
245	222	179	4985620457	0.96078431372549	0.870588235294118	0.701960784313725	"Wheat"	33
210	180	140	4985620457	0.823529411764706	0.705882352941177	0.549019607843137	"Tan"	27
240	230	140	60104523	0.941176470588235	0.901960784313726	0.549019607843137	"Khaki"	40
255	222	173	60104523	1	0.870588235294118	0.67843137254902	"Navajo White"	28
128	128	128	5044511989	0.501960784313725	0.501960784313725	0.501960784313725	"Gray (W3C)"	141
105	105	105	5044511989	0.411764705882353	0.411764705882353	0.411764705882353	"Dim Gray"	142
46	45	50	10965075385	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
105	105	105	10965075385	0.411764705882353	0.411764705882353	0.411764705882353	"Dim Gray"	142
46	45	50	7852485536	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
230	230	250	10273206231	0.901960784313726	0.901960784313726	0.980392156862745	"Lavender"	93
220	220	220	10273206231	0.862745098039216	0.862745098039216	0.862745098039216	"Gainsboro"	134
230	230	250	5105304	0.901960784313726	0.901960784313726	0.980392156862745	"Lavender"	93
240	248	255	5105304	0.941176470588235	0.972549019607843	1	"Alice Blue"	125
46	45	50	7499187	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
245	245	245	4985620457	0.96078431372549	0.96078431372549	0.96078431372549	"White Smoke"	133
230	230	250	4985620457	0.901960784313726	0.901960784313726	0.980392156862745	"Lavender"	93
211	211	211	19456946	0.827450980392157	0.827450980392157	0.827450980392157	"Light Gray"	135
220	220	220	19456946	0.862745098039216	0.862745098039216	0.862745098039216	"Gainsboro"	134
250	240	230	19456946	0.980392156862745	0.941176470588235	0.901960784313726	"Linen"	22
250	235	215	19456946	0.980392156862745	0.92156862745098	0.843137254901961	"Antique White"	26
205	92	92	16238488	0.803921568627451	0.36078431372549	0.36078431372549	"Indian Red"	3
160	82	45	16238488	0.627450980392157	0.32156862745098	0.176470588235294	"Sienna"	16
245	222	179	13309927	0.96078431372549	0.870588235294118	0.701960784313725	"Wheat"	33
210	180	140	13309927	0.823529411764706	0.705882352941177	0.549019607843137	"Tan"	27
192	192	192	13309927	0.752941176470588	0.752941176470588	0.752941176470588	"Silver (W3C)"	136
70	130	180	1944320874	0.274509803921569	0.509803921568627	0.705882352941177	"Steel Blue"	88
0	128	128	1944320874	0	0.501960784313725	0.501960784313725	"Teal"	80
220	220	220	2804813950	0.862745098039216	0.862745098039216	0.862745098039216	"Gainsboro"	134
176	48	96	2804813950	0.690196078431373	0.188235294117647	0.376470588235294	"Maroon (X11)"	120
211	211	211	2804813950	0.827450980392157	0.827450980392157	0.827450980392157	"Light Gray"	135
32	178	170	6192936883	0.125490196078431	0.698039215686274	0.666666666666667	"Light Sea Green"	72
0	206	209	6192936883	0	0.807843137254902	0.819607843137255	"Dark Turquoise"	81
192	192	192	5592146494	0.752941176470588	0.752941176470588	0.752941176470588	"Silver (W3C)"	136
46	45	50	5592146494	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
46	45	50	8315600035	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
211	211	211	8315600035	0.827450980392157	0.827450980392157	0.827450980392157	"Light Gray"	135
46	45	50	8315600035	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
46	45	50	4697475906	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
255	69	0	4697475906	1	0.270588235294118	0	"Orange Red"	14
46	45	50	3462188840	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
47	79	79	3462188840	0.184313725490196	0.309803921568627	0.309803921568627	"Dark Slate Gray"	143
188	143	143	2418026	0.737254901960784	0.56078431372549	0.56078431372549	"Rosy Brown"	1
250	235	215	2418026	0.980392156862745	0.92156862745098	0.843137254901961	"Antique White"	26
210	180	140	2418026	0.823529411764706	0.705882352941177	0.549019607843137	"Tan"	27
211	211	211	2418026	0.827450980392157	0.827450980392157	0.827450980392157	"Light Gray"	135
192	192	192	2418026	0.752941176470588	0.752941176470588	0.752941176470588	"Silver (W3C)"	136
245	245	245	184183081	0.96078431372549	0.96078431372549	0.96078431372549	"White Smoke"	133
230	230	250	184183081	0.901960784313726	0.901960784313726	0.980392156862745	"Lavender"	93
220	220	220	7736870	0.862745098039216	0.862745098039216	0.862745098039216	"Gainsboro"	134
25	25	112	7736870	0.0980392156862745	0.0980392156862745	0.43921568627451	"Midnight Blue"	94
46	45	50	7736870	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
220	220	220	3065709718	0.862745098039216	0.862745098039216	0.862745098039216	"Gainsboro"	134
25	25	112	3065709718	0.0980392156862745	0.0980392156862745	0.43921568627451	"Midnight Blue"	94
46	45	50	3065709718	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
240	230	140	10091518268	0.941176470588235	0.901960784313726	0.549019607843137	"Khaki"	40
46	45	50	3065709718	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
245	245	245	9800871123	0.96078431372549	0.96078431372549	0.96078431372549	"White Smoke"	133
230	230	250	9800871123	0.901960784313726	0.901960784313726	0.980392156862745	"Lavender"	93
220	220	220	9800871123	0.862745098039216	0.862745098039216	0.862745098039216	"Gainsboro"	134
245	245	245	3065709718	0.96078431372549	0.96078431372549	0.96078431372549	"White Smoke"	133
230	230	250	3065709718	0.901960784313726	0.901960784313726	0.980392156862745	"Lavender"	93
220	220	220	3065709718	0.862745098039216	0.862745098039216	0.862745098039216	"Gainsboro"	134
205	92	92	8240070	0.803921568627451	0.36078431372549	0.36078431372549	"Indian Red"	3
230	230	250	10900599719	0.901960784313726	0.901960784313726	0.980392156862745	"Lavender"	93
220	220	220	10900599719	0.862745098039216	0.862745098039216	0.862745098039216	"Gainsboro"	134
220	20	60	10273206231	0.862745098039216	0.0784313725490196	0.235294117647059	"Crimson"	122
255	99	71	10273206231	1	0.388235294117647	0.27843137254902	"Tomato"	11
173	216	230	7807303589	0.67843137254902	0.847058823529412	0.901960784313726	"Light Blue"	84
176	224	230	7807303589	0.690196078431373	0.87843137254902	0.901960784313726	"Powder Blue"	83
46	45	50	17046278	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
105	105	105	17046278	0.411764705882353	0.411764705882353	0.411764705882353	"Dim Gray"	142
85	107	47	17046278	0.333333333333333	0.419607843137255	0.184313725490196	"Dark Olive Green"	51
205	92	92	2543211478	0.803921568627451	0.36078431372549	0.36078431372549	"Indian Red"	3
46	45	50	14008737	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
105	105	105	16606240	0.411764705882353	0.411764705882353	0.411764705882353	"Dim Gray"	142
128	128	128	16606240	0.501960784313725	0.501960784313725	0.501960784313725	"Gray (W3C)"	141
220	20	60	950009	0.862745098039216	0.0784313725490196	0.235294117647059	"Crimson"	122
205	92	92	950009	0.803921568627451	0.36078431372549	0.36078431372549	"Indian Red"	3
46	45	50	17046278	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
176	196	222	17046278	0.690196078431373	0.768627450980392	0.870588235294118	"Light Steel Blue"	90
169	169	169	17046278	0.662745098039216	0.662745098039216	0.662745098039216	"Dark Gray"	138
230	230	250	6106492318	0.901960784313726	0.901960784313726	0.980392156862745	"Lavender"	93
245	245	245	6106492318	0.96078431372549	0.96078431372549	0.96078431372549	"White Smoke"	133
47	79	79	7473885115	0.184313725490196	0.309803921568627	0.309803921568627	"Dark Slate Gray"	143
70	130	180	7473885115	0.274509803921569	0.509803921568627	0.705882352941177	"Steel Blue"	88
72	61	139	7473885115	0.282352941176471	0.23921568627451	0.545098039215686	"Dark Slate Blue"	100
47	79	79	59061499	0.184313725490196	0.309803921568627	0.309803921568627	"Dark Slate Gray"	143
128	128	128	59061499	0.501960784313725	0.501960784313725	0.501960784313725	"Gray (W3C)"	141
72	61	139	59061499	0.282352941176471	0.23921568627451	0.545098039215686	"Dark Slate Blue"	100
169	169	169	59061499	0.662745098039216	0.662745098039216	0.662745098039216	"Dark Gray"	138
128	128	128	59061499	0.501960784313725	0.501960784313725	0.501960784313725	"Gray (W3C)"	141
46	45	50	59061499	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
0	0	0	59061499	0	0	0	"Black"	145
169	169	169	59061499	0.662745098039216	0.662745098039216	0.662745098039216	"Dark Gray"	138
46	45	50	2450706404	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
46	45	50	14636922	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
0	0	0	14636922	0	0	0	"Black"	145
